W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,110921
,E,Ederson,MCI,G,0.6,0.64,5.5,5.7,5.7,990,5.8,26.5,-1111,0,
,H,Lloris,TOT,G,0.5,0.59,4.7,5.2,4.3,630,5.4,4.2,-129,0,
m,M,Ryan,BHA,G,0.48,0.54,4.2,4.5,7.3,990,4.6,6.2,36173,10,
,J,Pickford,EVE,G,0.49,0.53,4.4,4.6,9.3,990,4.9,14.5,262,0,
,R,Patrício,WOL,G,0.48,0.52,4.2,4.4,1.7,990,4.6,10.0,-10981,-2,
,A,Alisson,LIV,G,0.44,0.47,4.5,4.7,3.7,990,5.7,20.2,20006,2,
,W,Hennessey,CRY,G,0.41,0.46,3.9,4.1,1.3,990,4.6,6.2,-13173,-4,
o,J,Hart,BUR,G,0.38,0.44,3.7,4.0,1.0,990,4.5,8.5,-14605,-3,
,A,McCarthy,SOU,G,0.36,0.44,3.6,4.0,4.0,990,4.5,3.5,-3245,-2,
,K,Kepa,CHE,G,0.38,0.42,4.1,4.3,3.0,990,5.5,5.5,-2262,-1,
m,L,Fabianski,WHU,G,0.36,0.42,3.6,3.9,3.0,990,4.5,13.9,5795,1,
~,~,~~~~~~~~,~~~~,~,~~~~,0.41,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,N,Etheridge,CAR,G,0.38,0.4,3.7,3.8,1.3,990,4.5,6.1,-5774,-2,
,A,Begovic,BOU,G,0.33,0.38,3.5,3.7,5.7,990,4.5,4.4,3280,1,
,M,Dubravka,NEW,G,0.42,0.38,4.1,3.9,5.7,990,5.0,0.6,1313,4,
o,B,Foster,WAT,G,0.27,0.29,3.2,3.3,5.7,990,4.5,4.4,-709,0,
,J,Lössl,HUD,G,0.27,0.2,3.2,2.9,3.3,797,4.4,1.5,1521,2,
,D,De Gea,MUN,G,0.16,0.14,2.9,2.8,3.0,990,5.8,16.3,-24549,-3,
,K,Schmeichel,LEI,G,0.22,0.12,3.1,2.6,4.0,990,5.0,5.1,7052,2,
