W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,110921
m,B,Bruno,BHA,D,0.77,1.43,5.4,8.3,6.3,362,4.4,0.9,4561,9,
,A,Masina,WAT,D,0.77,1.28,5.3,7.5,5.0,186,4.3,0.1,-390,-7,
,A,Mariappa,WAT,D,0.29,0.95,3.2,6.0,4.7,306,4.2,0.2,1212,10,
m,F,Kiko Femenía,WAT,D,0.19,0.93,2.8,6.0,6.7,414,4.3,1.8,21234,20,
m,B,Mendy,MCI,D,0.77,0.87,6.9,7.6,6.0,720,6.4,19.6,-5138,0,
o,M,Alonso,CHE,D,0.73,0.74,7.1,7.2,6.0,990,7.0,47.2,19345,1,
o,A,Robertson,LIV,D,0.61,0.67,5.9,6.3,3.3,900,6.4,30.3,33015,2,
,J,Stones,MCI,D,0.47,0.66,4.5,5.5,5.0,623,5.3,6.5,4138,1,
,K,Walker,MCI,D,0.58,0.65,5.8,6.2,2.7,810,6.5,13.1,-19360,-3,
,J,Stephens,SOU,D,0.37,0.65,3.6,4.8,4.0,450,4.3,0.2,-55,0,
o,M,Doherty,WOL,D,0.57,0.65,4.8,5.2,1.3,949,4.9,16.2,-5908,-1,
,K,Trippier,TOT,D,0.6,0.63,5.8,6.0,4.0,885,6.3,33.7,14931,1,
,M,Keane,EVE,D,0.55,0.61,4.7,5.0,4.7,810,4.9,2.1,-2590,-2,
m,A,Laporte,MCI,D,0.53,0.58,5.1,5.4,4.7,990,5.9,11.2,16600,3,
,T,Alexander-Arnold,LIV,D,0.48,0.56,4.4,4.8,1.3,805,5.0,17.6,3587,0,
,J,Gomez,LIV,D,0.41,0.55,4.1,4.8,2.7,845,5.1,4.1,12521,5,
m,S,Duffy,BHA,D,0.48,0.54,4.2,4.5,4.7,990,4.6,7.0,51842,13,
,J,Jonny,WOL,D,0.44,0.53,4.0,4.4,2.0,918,4.5,3.0,8871,5,
,A,Rüdiger,CHE,D,0.47,0.52,4.8,5.1,6.3,968,6.0,4.4,9112,4,
,S,Francis,BOU,D,0.16,0.5,2.7,4.2,4.3,642,4.4,0.4,1637,7,
,J,Holebas,WAT,D,0.42,0.5,4.0,4.4,0.3,803,4.8,12.4,-23841,-3,
,S,Steve Cook,BOU,D,0.41,0.48,3.9,4.2,4.0,990,4.6,8.8,9046,2,
,R,Pereira,LEI,D,0.48,0.48,4.4,4.4,1.7,783,5.0,4.9,8718,3,
,W,Boly,WOL,D,0.41,0.48,3.9,4.2,1.3,990,4.6,4.8,-11149,-4,
