W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,082614
o,S,Agüero,MCI,F,0.54,0.8,8.0,11.0,8.0,243,11.2,46.9,38866,2,
,R,Lukaku,MUN,F,0.23,0.55,4.5,8.0,3.0,113,11.0,7.6,536,0,
o,C,Wilson,BOU,F,0.87,0.82,7.3,7.0,7.3,270,6.1,13.2,44780,6,
,G,Jesus,MCI,F,0.1,0.48,3.0,7.0,3.0,129,10.5,2.5,-3801,-3,
m,D,Ings,SOU,F,0.23,0.89,3.3,7.0,3.3,192,5.6,5.4,3387,1,
,T,Deeney,WAT,F,0.55,0.83,5.3,7.0,5.3,268,6.0,3.9,3671,2,
m,W,Zaha,CRY,F,0.29,0.43,4.0,5.0,4.0,270,7.0,31.9,9835,1,
,R,Firmino,LIV,F,0.21,0.32,4.0,5.0,4.0,248,9.5,30.6,-21817,-1,
,M,Arnautovic,WHU,F,0.43,0.43,5.0,5.0,5.0,214,7.0,19.4,-8364,-1,
,J,Chicharito,WHU,F,0.05,0.46,2.3,5.0,2.3,125,6.5,2.2,-3011,-3,
,Á,Morata,CHE,F,0.14,0.22,3.3,4.0,3.3,228,9.0,4.8,2132,1,
m,A,Mitrovic,FUL,F,0.92,0.31,8.0,4.0,8.0,270,6.5,6.8,20025,5,
,H,Kane,TOT,F,0.16,0.16,4.0,4.0,2.7,178,12.5,27.8,1258,0,
,A,Gray,WAT,F,0.22,0.33,3.3,4.0,3.3,212,6.0,0.7,-321,-1,
m,R,Jiménez,WOL,F,0.24,0.36,3.3,4.0,3.3,270,5.5,5.0,4502,2,
,G,Murray,BHA,F,0.15,0.23,3.0,3.5,3.0,270,6.5,0.8,1459,3,
o,C,Tosun,EVE,F,0.24,0.21,3.7,3.5,3.7,237,7.0,5.7,-201,0,
,S,Mounie,HUD,F,0.17,0.25,3.0,3.5,3.0,252,6.0,0.3,-372,-2,
,J,Joselu,NEW,F,0.54,0.3,4.7,3.5,4.7,176,5.0,4.1,1559,1,
,P,Aubameyang,ARS,F,0.0,0.0,2.0,2.0,2.0,254,11.0,15.6,-31901,-4,
,C,Wood,BUR,F,0.0,0.0,2.0,2.0,2.0,201,6.5,0.5,-599,-2,
,K,Zohore,CAR,F,-0.1,0.0,1.5,2.0,1.0,148,4.9,0.6,-312,-1,
,B,Reid,CAR,F,-0.13,0.0,1.3,2.0,1.3,116,5.4,0.5,-1443,-5,
,C,Benteke,CRY,F,0.0,0.0,2.0,2.0,2.0,235,6.5,1.2,-643,-1,
,A,Kamara,FUL,F,-0.11,0.0,1.5,2.0,1.0,116,4.5,11.6,-1881,0,
,K,Iheanacho,LEI,F,0.12,0.0,2.7,2.0,2.7,164,6.0,1.2,-389,-1,
,M,Rashford,MUN,F,-0.07,0.0,1.5,2.0,1.0,111,6.9,8.4,-8168,-2,
,A,Pérez,NEW,F,-0.05,0.0,1.7,2.0,1.7,161,6.4,2.2,-3653,-3,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,1.61,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,J,King,BOU,F,0.31,-0.08,4.0,1.5,4.0,269,6.4,4.6,-1702,-1,
,C,Austin,SOU,F,-0.12,-0.08,1.3,1.5,1.3,149,5.9,1.1,-2836,-5,
,D,Welbeck,ARS,F,0.92,-0.31,8.0,0.0,2.7,15,6.5,0.5,1404,5,
,A,Lacazette,ARS,F,0.0,-0.21,2.0,0.0,2.0,96,9.4,2.7,-2410,-2,
,L,Mousset,BOU,F,-0.2,-0.4,1.0,0.0,0.7,2,5.0,0.3,-218,-1,
,J,Defoe,BOU,F,-0.17,-0.34,1.0,0.0,0.3,1,5.9,0.7,-1262,-3,
,T,Hemed,BHA,F,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-460,-4,
,S,Baldock,BHA,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.4,-479,-2,
,J,Locadia,BHA,F,-0.18,-0.36,1.0,0.0,0.7,16,5.5,0.1,-101,-2,
