W,I,web_name        ,team,T,VA/M ,VA/ML,p/g ,p/gl,form,min,price,%   ,txn    ,gf ,082614
 ,T,Walcott         ,EVE ,M,0.8  ,0.83 ,7.3 ,7.5 ,7.3 ,264,6.6  ,8.1 ,226703 ,52 ,      
o,B,Mendy           ,MCI ,D,1.11 ,1.51 ,9.0 ,11.5,9.0 ,270,6.3  ,31.0,46602  ,3  ,      
o,M,Alonso          ,CHE ,D,1.47 ,1.52 ,11.7,12.0,11.7,270,6.6  ,29.4,46583  ,3  ,      
o,C,Wilson          ,BOU ,F,0.87 ,0.82 ,7.3 ,7.0 ,7.3 ,270,6.1  ,13.2,44780  ,6  ,      
m,P,Pedro           ,CHE ,M,0.71 ,0.98 ,6.7 ,8.5 ,6.7 ,238,6.6  ,9.5 ,39944  ,8  ,      
o,S,Agüero          ,MCI ,F,0.54 ,0.8  ,8.0 ,11.0,8.0 ,243,11.2 ,46.9,38866  ,2  ,      
 ,R,Pereyra         ,WAT ,M,1.1  ,1.15 ,8.7 ,9.0 ,8.7 ,266,6.1  ,7.9 ,33383  ,8  ,      
o,H,Mkhitaryan      ,ARS ,M,0.46 ,0.7  ,5.3 ,7.0 ,5.3 ,270,7.1  ,19.9,29957  ,3  ,      
o,A,Robertson       ,LIV ,D,1.15 ,1.48 ,9.0 ,11.0,9.0 ,270,6.1  ,19.7,26434  ,3  ,      
m,S,Mané            ,LIV ,M,0.79 ,1.43 ,9.7 ,16.0,9.7 ,250,9.8  ,36.6,24535  ,1  ,      
 ,N,Etheridge       ,CAR ,G,1.62 ,2.0  ,9.3 ,11.0,9.3 ,270,4.5  ,4.4 ,21262  ,9  ,      
m,R,Neves           ,WOL ,M,0.65 ,0.98 ,5.3 ,7.0 ,5.3 ,270,5.1  ,22.9,20831  ,2  ,      
m,A,Mitrovic        ,FUL ,F,0.92 ,0.31 ,8.0 ,4.0 ,8.0 ,270,6.5  ,6.8 ,20025  ,5  ,      
 ,J,Milner          ,LIV ,M,0.85 ,0.73 ,6.7 ,6.0 ,6.7 ,246,5.5  ,3.5 ,15859  ,8  ,      
m,P,Pogba           ,MUN ,M,0.85 ,0.85 ,9.0 ,9.0 ,6.0 ,173,8.2  ,18.7,15771  ,2  ,      
 ,I,Gündogan        ,MCI ,M,0.42 ,0.09 ,4.3 ,2.5 ,4.3 ,247,5.5  ,2.2 ,15615  ,13 ,      
 ,A,Alisson         ,LIV ,G,0.78 ,0.91 ,6.3 ,7.0 ,6.3 ,270,5.5  ,16.7,15089  ,2  ,      
m,E,Hazard          ,CHE ,M,0.31 ,-0.19,5.3 ,0.0 ,5.3 ,133,10.5 ,13.1,15047  ,2  ,      
 ,A,Laporte         ,MCI ,D,0.6  ,0.36 ,5.3 ,4.0 ,5.3 ,270,5.5  ,2.1 ,14401  ,13 ,      
 ,S,Steve Cook      ,BOU ,D,1.09 ,1.74 ,7.0 ,10.0,7.0 ,270,4.6  ,8.5 ,13668  ,3  ,      
 ,J,Holebas         ,WAT ,D,1.3  ,1.2  ,8.0 ,7.5 ,8.0 ,270,4.6  ,6.9 ,12960  ,4  ,      
o,M,Salah           ,LIV ,M,0.48 ,0.46 ,8.3 ,8.0 ,8.3 ,266,13.0 ,54.6,12714  ,0  ,      
 ,R,Bennett         ,WOL ,D,-0.17,-0.25,1.3 ,1.0 ,1.3 ,270,4.0  ,7.2 ,11896  ,3  ,      
 ,D,David Silva     ,MCI ,M,0.35 ,0.82 ,5.0 ,9.0 ,3.3 ,153,8.5  ,6.5 ,10580  ,3  ,      
