W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,082614
m,S,Mané,LIV,M,0.79,1.43,9.7,16.0,9.7,250,9.8,36.6,24535,1,
o,R,Richarlison,EVE,M,0.74,1.4,7.0,11.5,7.0,210,6.8,32.6,-298320,-17,
,D,David Silva,MCI,M,0.35,0.82,5.0,9.0,3.3,153,8.5,6.5,10580,3,
m,P,Pogba,MUN,M,0.85,0.85,9.0,9.0,6.0,173,8.2,18.7,15771,2,
,R,Pereyra,WAT,M,1.1,1.15,8.7,9.0,8.7,266,6.1,7.9,33383,8,
o,R,Fraser,BOU,M,0.77,1.16,6.3,8.5,6.3,270,5.6,5.2,6571,2,
m,P,Pedro,CHE,M,0.71,0.98,6.7,8.5,6.7,238,6.6,9.5,39944,8,
o,M,Salah,LIV,M,0.48,0.46,8.3,8.0,8.3,266,13.0,54.6,12714,0,
,T,Walcott,EVE,M,0.8,0.83,7.3,7.5,7.3,264,6.6,8.1,226703,52,
,A,Iwobi,ARS,M,0.64,0.91,5.5,7.0,3.7,119,5.5,1.6,6356,7,
o,H,Mkhitaryan,ARS,M,0.46,0.7,5.3,7.0,5.3,270,7.1,19.9,29957,3,
m,R,Sterling,MCI,M,0.23,0.45,4.5,7.0,3.0,170,11.0,2.9,-4118,-3,
,B,Alli,TOT,M,0.55,0.55,7.0,7.0,4.7,169,9.1,7.6,6405,2,
m,R,Neves,WOL,M,0.65,0.98,5.3,7.0,5.3,270,5.1,22.9,20831,2,
,J,Milner,LIV,M,0.85,0.73,6.7,6.0,6.7,246,5.5,3.5,15859,8,
,P,Groß,BHA,M,0.29,0.51,4.0,5.5,4.0,158,6.9,5.3,710,0,
,J,Jorginho,CHE,M,0.45,0.69,4.3,5.5,4.3,270,5.1,14.4,5662,1,
m,J,Maddison,LEI,M,0.35,0.54,4.3,5.5,4.3,220,6.5,2.4,2013,2,
m,W,Hughes,WAT,M,0.46,0.7,4.3,5.5,4.3,252,5.0,1.2,2068,3,
m,N,Kanté,CHE,M,0.4,0.6,4.0,5.0,4.0,270,5.0,23.2,3279,0,
o,B,Bernardo Silva,MCI,M,0.26,0.39,4.0,5.0,4.0,241,7.6,11.1,-7118,-1,
,A,Sánchez,MUN,M,0.29,0.29,5.0,5.0,1.7,90,10.3,3.3,-7595,-4,
,J,Mata,MUN,M,0.16,0.47,3.0,5.0,2.0,135,6.4,1.9,-1468,-1,
,D,Jota,WOL,M,0.11,0.48,2.7,5.0,2.7,225,6.3,3.1,-4409,-3,
,L,Lucas Moura,TOT,M,0.36,0.36,4.5,4.5,3.0,157,7.0,2.3,3732,3,
,A,Doucouré,WAT,M,0.28,0.42,3.7,4.5,3.7,270,6.0,1.9,-913,-1,
,J,Gudmundsson,BUR,M,0.17,0.33,3.0,4.0,3.0,194,6.0,1.7,-1969,-2,
,W,Willian,CHE,M,0.13,0.27,3.0,4.0,3.0,156,7.5,7.9,-6721,-2,
,A,Knockaert,BHA,M,0.18,0.27,3.0,3.5,3.0,255,5.5,0.5,736,3,
,S,March,BHA,M,0.2,0.3,3.0,3.5,3.0,234,5.0,0.1,390,7,
,R,Sessegnon,FUL,M,0.11,0.23,2.7,3.5,2.7,181,6.4,7.1,-7675,-2,
,M,Ritchie,NEW,M,0.12,0.25,2.7,3.5,2.7,227,6.0,1.0,-823,-2,
,M,Lemina,SOU,M,0.2,0.3,3.0,3.5,3.0,270,5.0,0.3,164,1,
,J,Murphy,CAR,M,0.06,0.2,2.3,3.0,2.3,194,5.0,0.2,-123,-1,
,J,McArthur,CRY,M,0.06,0.2,2.3,3.0,2.3,270,5.0,1.3,-884,-1,
,A,Townsend,CRY,M,0.05,0.17,2.3,3.0,2.3,255,6.0,1.8,-471,0,
,L,Milivojevic,CRY,M,0.05,0.16,2.3,3.0,2.3,270,6.4,6.4,-6888,-2,
,N,Mendy,LEI,M,0.11,0.22,2.5,3.0,2.5,180,4.5,0.7,2449,7,
,G,Wijnaldum,LIV,M,0.18,0.18,3.0,3.0,3.0,270,5.5,0.7,-101,0,
,N,Keita,LIV,M,0.13,0.13,3.0,3.0,3.0,242,7.5,4.9,-4822,-2,
,A,Surman,BOU,M,0.06,0.1,2.3,2.5,2.3,255,5.0,0.3,-327,-2,
,D,Brooks,BOU,M,0.06,0.1,2.3,2.5,2.3,207,5.0,0.2,14,0,
,J,Hendrick,BUR,M,0.36,0.09,4.0,2.5,4.0,234,5.5,0.2,57,1,
,A,Westwood,BUR,M,0.07,0.11,2.3,2.5,2.3,270,4.5,1.5,1195,1,
,A,Lennon,BUR,M,0.06,0.1,2.3,2.5,2.3,270,5.0,0.4,-243,-1,
,J,Ralls,CAR,M,0.14,0.1,2.7,2.5,2.7,270,4.9,0.3,301,2,
,D,Hoilett,CAR,M,0.09,0.09,2.5,2.5,1.7,172,5.4,0.2,-609,-6,
,D,Gray,LEI,M,0.49,0.09,4.7,2.5,4.7,258,5.5,1.4,7340,10,
,W,Ndidi,LEI,M,0.06,0.1,2.3,2.5,2.3,270,5.0,0.8,-380,-1,
,F,Fernandinho,MCI,M,0.05,0.09,2.3,2.5,2.3,270,5.5,5.5,-4399,-1,
,I,Gündogan,MCI,M,0.42,0.09,4.3,2.5,4.3,247,5.5,2.2,15615,13,
,J,Shelvey,NEW,M,0.09,0.09,2.5,2.5,1.7,180,5.5,1.0,-892,-2,
,N,Redmond,SOU,M,0.05,0.09,2.3,2.5,2.3,270,5.5,0.4,-370,-2,
,M,Özil,ARS,M,0.0,0.0,2.0,2.0,1.3,157,8.4,3.6,-11326,-6,
,M,Guendouzi,ARS,M,-0.07,0.0,1.7,2.0,1.7,235,4.5,3.2,4338,3,
,D,Gosling,BOU,M,0.0,0.0,2.0,2.0,2.0,270,5.0,0.1,-43,-1,
,D,Pröpper,BHA,M,0.0,0.0,2.0,2.0,2.0,270,5.0,0.2,-36,0,
,J,Cork,BUR,M,0.0,0.0,2.0,2.0,2.0,270,4.9,0.9,-867,-2,
,H,Arter,CAR,M,0.0,0.0,2.0,2.0,1.3,180,5.0,0.3,-111,-1,
,N,Mendez-Laing,CAR,M,-0.14,0.0,1.3,2.0,1.3,83,5.0,0.1,-132,-2,
,C,Paterson,CAR,M,0.0,0.0,2.0,2.0,2.0,149,5.4,0.1,-137,-3,
,V,Camarasa,CAR,M,0.11,0.0,2.5,2.0,1.7,149,4.5,0.1,262,5,
,R,Barkley,CHE,M,-0.05,0.0,1.7,2.0,1.7,137,6.0,0.5,-401,-1,
,M,Schneiderlin,EVE,M,0.22,0.0,3.0,2.0,2.0,113,4.5,2.3,-3631,-3,
,I,Gueye,EVE,M,-0.06,0.0,1.7,2.0,1.7,270,5.0,0.5,-374,-1,
,T,Davies,EVE,M,0.0,0.0,2.0,2.0,1.3,156,5.4,0.2,-95,-1,
,G,Sigurdsson,EVE,M,0.04,0.0,2.3,2.0,2.3,223,7.4,1.5,504,1,
,T,Cairney,FUL,M,0.2,0.0,3.0,2.0,3.0,239,4.9,2.3,-630,-1,
,J,Seri,FUL,M,0.43,0.0,4.3,2.0,4.3,261,5.4,1.4,299,0,
,A,Schürrle,FUL,M,0.17,0.0,3.0,2.0,3.0,150,5.9,3.6,-4238,-2,
,A,Zambo Anguissa,FUL,M,-0.11,0.0,1.5,2.0,1.0,102,4.5,0.1,-47,-1,
,A,Mooy,HUD,M,0.09,0.0,2.5,2.0,1.7,180,5.4,2.8,-2310,-2,
,J,Hogg,HUD,M,-0.22,0.0,1.0,2.0,0.7,152,4.5,0.2,-469,-4,
,A,Pritchard,HUD,M,-0.1,0.0,1.5,2.0,1.0,105,5.0,0.1,-87,-2,
,A,Silva,LEI,M,-0.1,0.0,1.5,2.0,1.0,87,5.0,0.3,-367,-2,
,F,Fred,MUN,M,0.0,0.0,2.0,2.0,1.3,165,5.9,3.4,-3677,-2,
,M,Diamé,NEW,M,0.0,0.0,2.0,2.0,2.0,270,5.0,0.1,-27,-1,
,J,Ward-Prowse,SOU,M,0.0,0.0,2.0,2.0,0.7,83,5.4,0.4,-636,-3,
,O,Oriol Romeu,SOU,M,-0.07,0.0,1.7,2.0,1.7,172,4.5,2.7,-1966,-1,
,C,Eriksen,TOT,M,0.0,0.0,2.0,2.0,1.3,180,9.4,11.8,-8031,-1,
,M,Sissoko,TOT,M,0.0,0.0,2.0,2.0,0.7,90,5.0,0.1,-85,-2,
,E,Capoue,WAT,M,0.26,0.0,3.3,2.0,3.3,270,5.0,0.3,118,1,
,A,Masuaku,WHU,M,0.0,0.0,2.0,2.0,2.0,270,4.5,2.2,1362,1,
,R,Snodgrass,WHU,M,-0.05,0.0,1.7,2.0,1.7,195,5.5,0.1,58,1,
,H,Costa,WOL,M,-0.06,0.0,1.7,2.0,1.7,186,4.9,0.6,982,3,
,J,Moutinho,WOL,M,0.24,0.0,3.3,2.0,3.3,264,5.4,1.4,2798,4,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,1.64,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,D,Stephens,BHA,M,-0.07,-0.11,1.7,1.5,1.7,270,4.5,8.8,-4058,-1,
,P,Billing,HUD,M,0.0,-0.11,2.0,1.5,2.0,270,4.5,0.2,1716,16,
,R,Kenedy,NEW,M,-0.1,-0.1,1.5,1.5,1.0,180,5.0,1.6,-1513,-2,
,E,Dier,TOT,M,-0.1,-0.1,1.5,1.5,1.0,159,4.9,1.7,-492,-1,
,M,Noble,WHU,M,-0.1,-0.1,1.5,1.5,1.0,166,5.0,0.4,-796,-4,
,J,Wilshere,WHU,M,-0.14,-0.1,1.3,1.5,1.3,270,4.9,3.7,-4456,-2,
,F,Felipe Anderson,WHU,M,0.1,-0.07,2.7,1.5,2.7,241,6.9,2.6,2323,2,
,A,Ramsey,ARS,M,-0.09,-0.14,1.3,1.0,1.3,165,7.4,1.1,213,0,
,G,Xhaka,ARS,M,-0.19,-0.19,1.0,1.0,1.0,204,5.4,3.1,-3686,-2,
,K,McDonald,FUL,M,-0.11,-0.22,1.5,1.0,1.0,180,4.5,0.3,-308,-2,
,M,Albrighton,LEI,M,0.09,-0.19,2.5,1.0,1.7,82,5.4,0.7,-435,-1,
,D,Amartey,LEI,M,-0.16,-0.22,1.3,1.0,1.3,182,4.5,0.3,-44,0,
,R,Mahrez,MCI,M,-0.11,-0.11,1.0,1.0,1.0,90,8.9,3.2,-14415,-8,
,A,Pereira,MUN,M,-0.2,-0.2,1.0,1.0,0.7,135,4.9,0.5,-461,-2,
,S,Armstrong,SOU,M,-0.19,-0.19,1.0,1.0,1.0,65,5.4,0.2,-211,-2,
,M,Antonio,WHU,M,-0.07,-0.14,1.5,1.0,1.0,152,6.9,1.2,-570,-1,
,M,Elneny,ARS,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,2.4,-1294,-1,
,R,Nelson,ARS,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.7,-580,-2,
,A,Maitland-Niles,ARS,M,-0.23,-0.45,1.0,0.0,0.3,34,4.4,0.4,-488,-2,
,L,Torreira,ARS,M,-0.2,-0.41,1.0,0.0,1.0,99,4.9,1.5,-1936,-2,
,M,Pugh,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.6,-462,-1,
,J,Stanislas,BOU,M,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.0,-50,0.0,
,J,Ibe,BOU,M,-0.19,-0.38,1.0,0.0,0.3,26,5.3,0.4,-436,-2,
,L,Lewis Cook,BOU,M,-0.2,-0.41,1.0,0.0,0.7,15,4.9,0.3,-208,-1,
,E,Hyndman,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-53,0.0,
,J,Lerma,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-191,-2,
,B,Kayal,BHA,M,-0.22,-0.44,1.0,0.0,0.3,1,4.5,0.1,-71,-1,
,J,Izquierdo,BHA,M,-0.34,-0.34,0.0,0.0,0.0,0,5.9,0.1,-201,-4,
,Y,Bissouma,BHA,M,-0.1,-0.4,1.5,0.0,1.0,109,5.0,0.0,27,0.0,
,A,Jahanbakhsh,BHA,M,-0.14,-0.29,1.0,0.0,0.7,33,6.9,1.1,-899,-2,
,S,Defour,BUR,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-14,0.0,
,R,Brady,BUR,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-35,0.0,
,J,Walters,BUR,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.1,-43,-1,
,A,Gunnarsson,CAR,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.8,-1175,-3,
,A,Pilkington,CAR,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.2,27,0,
,L,Damour,CAR,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-61,-1,
,D,Ward,CAR,M,-0.22,-0.44,1.0,0.0,0.7,59,4.5,0.3,-232,-1,
m,E,Hazard,CHE,M,0.31,-0.19,5.3,0.0,5.3,133,10.5,13.1,15047,2,
,C,Fàbregas,CHE,M,-0.31,-0.31,0.0,0.0,0.0,0,6.4,0.6,-928,-3,
,D,Drinkwater,CHE,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-147,-1,
,T,Bakayoko,CHE,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.1,-336,-6,
,E,Ampadu,CHE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-61,-1,
,C,Hudson-Odoi,CHE,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,1.8,-2038,-2,
,R,Loftus-Cheek,CHE,M,-0.19,-0.37,1.0,0.0,0.3,22,5.4,0.8,-983,-2,
,M,Kovacic,CHE,M,-0.08,-0.33,1.5,0.0,1.0,108,6.0,1.0,-164,0,
,J,Puncheon,CRY,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.7,-552,-1,
,B,Sako,CRY,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-37,0.0,
,C,Kouyaté,CRY,M,-0.2,-0.41,1.0,0.0,0.3,2,4.9,0.4,-484,-2,
,S,Kaikai,CRY,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-122,-1,
,M,Meyer,CRY,M,0.0,-0.34,2.0,0.0,1.3,22,5.9,0.4,-209,-1,
,Y,Bolasie,EVE,M,-0.34,-0.34,0.0,0.0,0.0,0,5.8,0.2,-782,-7,
,J,McCarthy,EVE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-31,0.0,
,A,Lookman,EVE,M,-0.38,-0.38,0.0,0.0,0.0,0,5.3,0.2,-215,-2,
,D,Klaassen,EVE,M,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.0,-12,0.0,
,N,Vlasic,EVE,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-31,0.0,
,B,Baningime,EVE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-53,-1,
,K,Mirallas,EVE,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-29,0.0,
,B,Bernard,EVE,M,-0.17,-0.33,1.0,0.0,0.3,5,6.0,0.2,-9,0,
,A,André Gomes,EVE,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.2,-515,-5,
,K,Dowell,EVE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,12,0.0,
,S,Johansen,FUL,M,-0.19,-0.37,1.0,0.0,0.7,25,5.4,0.1,-113,-2,
,F,Ayité,FUL,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-124,-2,
,N,Kebano,FUL,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,122,2,
,R,Fonte,FUL,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.4,642,3,
,I,Cissé,FUL,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-29,-1,
,R,van La Parra,HUD,M,0.2,-0.41,3.0,0.0,1.0,90,4.9,0.1,-12,0,
,T,Ince,HUD,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-14,0.0,
,D,Williams,HUD,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,13,0.0,
,A,Sabiri,HUD,M,-0.22,-0.44,1.0,0.0,0.3,45,4.5,0.1,-38,-1,
,R,Sobhi,HUD,M,-0.21,-0.42,1.0,0.0,0.3,6,4.8,0.2,-636,-6,
,J,Bacuna,HUD,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-112,-2,
,A,Diakhaby,HUD,M,-0.06,-0.41,1.7,0.0,1.7,115,4.9,0.0,-13,0.0,
,I,Mbenza,HUD,M,-0.17,-0.33,1.0,0.0,0.3,22,6.0,0.0,-11,0.0,
,V,Iborra,LEI,M,-0.2,-0.41,1.0,0.0,0.3,10,4.9,0.1,-77,-1,
,M,James,LEI,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-16,0.0,
,H,Choudhury,LEI,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-75,-1,
,F,Diabaté,LEI,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.0,-56,0.0,
,R,Ghezzal,LEI,M,-0.19,-0.37,1.0,0.0,0.7,39,5.4,0.1,-313,-6,
,A,Chamberlain,LIV,M,-0.31,-0.31,0.0,0.0,0.0,0,6.5,0.0,-31,0.0,
,J,Henderson,LIV,M,-0.19,-0.37,1.0,0.0,1.0,67,5.4,1.0,-1342,-3,
,A,Lallana,LIV,M,-0.14,-0.29,1.0,0.0,0.3,3,6.9,1.1,-998,-2,
,F,Fabinho,LIV,M,-0.34,-0.34,0.0,0.0,0.0,0,5.8,0.7,-1790,-5,
,X,Shaqiri,LIV,M,-0.14,-0.27,1.0,0.0,0.3,8,7.3,3.4,-12442,-7,
,K,De Bruyne,MCI,M,-0.2,-0.2,0.0,0.0,0.0,30,9.8,5.0,-15231,-6,
,L,Sané,MCI,M,0.0,-0.21,2.0,0.0,2.0,30,9.4,7.2,-31390,-8,
,P,Foden,MCI,M,-0.2,-0.41,1.0,0.0,0.3,8,4.9,0.2,-387,-4,
,B,Diaz,MCI,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.1,-66,-1,
,O,Zinchenko,MCI,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.0,-53,0.0,
,N,Matic,MUN,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.6,-485,-2,
,M,Fellaini,MUN,M,0.1,-0.4,2.5,0.0,1.7,36,5.0,0.7,-142,0,
,A,Herrera,MUN,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,15,0,
,J,Lingard,MUN,M,-0.14,-0.29,1.0,0.0,0.3,45,6.9,3.4,-1042,-1,
,A,Martial,MUN,M,-0.27,-0.27,0.0,0.0,0.0,59,7.3,0.6,-422,-1,
,S,McTominay,MUN,M,-0.22,-0.44,1.0,0.0,0.3,14,4.5,0.7,-505,-1,
,C,Atsu,NEW,M,-0.19,-0.37,1.0,0.0,0.3,21,5.4,0.1,-187,-3,
,J,Murphy,NEW,M,0.0,-0.41,2.0,0.0,1.3,92,4.9,0.1,11,0,
,M,Merino,NEW,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-2,0.0,
,I,Hayden,NEW,M,-0.89,-0.44,-2.0,0.0,-0.7,20,4.5,0.2,-221,-2,
,S,Ki Sung-yueng,NEW,M,0.0,-0.41,2.0,0.0,0.7,90,4.9,0.2,-157,-1,
,S,Longstaff,NEW,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,2,0.0,
,S,Davis,SOU,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.1,-155,-3,
,P,Højbjerg,SOU,M,-0.67,-0.44,-1.0,0.0,-0.3,76,4.5,0.4,-318,-1,
,S,Boufal,SOU,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-11,0.0,
,J,Sims,SOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-199,-4,
,M,Elyounoussi,SOU,M,-0.08,-0.31,1.5,0.0,1.0,112,6.4,0.2,-239,-2,
,M,Dembélé,TOT,M,-0.2,-0.41,1.0,0.0,0.7,49,4.9,1.4,-694,-1,
,E,Lamela,TOT,M,0.31,-0.31,4.0,0.0,1.3,17,6.5,0.1,178,3,
,V,Wanyama,TOT,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.0,-58,0.0,
,H,Son,TOT,M,-0.12,-0.24,1.0,0.0,0.3,10,8.3,1.8,-3437,-4,
,H,Winks,TOT,M,-0.18,-0.36,1.0,0.0,0.3,1,5.5,0.0,3,0.0,
,G,Nkoudou,TOT,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-11,0.0,
,L,Amos,TOT,M,-0.22,-0.44,1.0,0.0,0.3,2,4.5,0.1,-73,-1,
,N,Chalobah,WAT,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-163,-2,
,T,Cleverley,WAT,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-2,0.0,
,G,Deulofeu,WAT,M,-0.37,-0.37,0.0,0.0,0.0,0,5.4,0.2,-400,-4,
,K,Sema,WAT,M,-0.2,-0.41,1.0,0.0,1.0,48,4.9,0.1,-46,-1,
,D,Quina,WAT,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-46,-1,
,P,Obiang,WHU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,1.0,-997,-2,
,M,Lanzini,WHU,M,-0.31,-0.31,0.0,0.0,0.0,0,6.4,0.0,-51,0.0,
,E,Fernandes,WHU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-344,-3,
,A,Yarmolenko,WHU,M,-0.19,-0.29,0.7,0.0,0.7,61,6.9,0.7,-741,-2,
,C,Carlos Sánchez,WHU,M,-0.11,-0.44,1.5,0.0,1.0,103,4.5,0.3,140,1,
,I,Cavaleiro,WOL,M,-0.37,-0.37,0.0,0.0,0.0,0,5.4,0.1,-138,-3,
,B,Enobakhare,WOL,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-208,-2,
,M,Gibbs-White,WOL,M,-0.33,-0.44,0.5,0.0,0.3,26,4.5,0.3,-282,-2,
,A,Traoré,WOL,M,-0.18,-0.36,1.0,0.0,0.7,63,5.5,0.4,259,1,
,L,Dendoncker,WOL,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.4,-687,-3,
