W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,101921
,P,Zabaleta,WHU,D,0.37,0.37,3.6,3.6,5.7,450,4.3,2.4,6385,5,
,S,Bamba,CAR,D,0.36,0.36,3.6,3.6,1.0,630,4.5,1.1,-2510,-4,
,C,Azpilicueta,CHE,D,0.36,0.34,4.3,4.2,4.7,720,6.4,10.4,-17259,-3,
,V,van Dijk,LIV,D,0.34,0.34,4.0,4.0,3.0,684,5.9,14.4,-14844,-2,
,J,Bennett,CAR,D,0.33,0.33,3.5,3.5,0.7,540,4.5,0.7,-2084,-5,
,L,Shaw,MUN,D,0.33,0.33,3.7,3.7,1.7,630,5.1,8.6,-99625,-20,
,K,Zouma,EVE,D,0.24,0.32,3.2,3.6,5.0,451,5.0,0.2,2582,22,
,J,Vertonghen,TOT,D,0.24,0.31,3.4,3.8,1.0,585,5.9,5.9,-92841,-27,
~,~,~~~~~~~~,~~~~,~,~~~~,0.31,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,N,Aké,BOU,D,0.3,0.3,3.5,3.5,2.7,720,5.0,4.4,4793,2,
,J,Tomkins,CRY,D,0.3,0.3,3.3,3.3,2.3,540,4.4,3.7,-14300,-7,
,M,Sakho,CRY,D,0.3,0.3,3.5,3.5,2.7,720,5.0,1.6,-4551,-5,
,C,Smalling,MUN,D,0.29,0.29,3.7,3.7,1.3,540,5.8,2.0,-12067,-10,
,H,Bellerín,ARS,D,0.28,0.28,3.5,3.5,6.3,720,5.4,10.6,12919,2,
,D,Janmaat,WAT,D,0.27,0.27,3.3,3.3,0.7,521,4.9,0.4,-3850,-17,
,S,Mustafi,ARS,D,0.24,0.22,3.3,3.2,4.3,720,5.4,1.4,-1780,-2,
o,A,Adam Smith,BOU,D,0.22,0.22,3.0,3.0,3.0,666,4.5,0.9,3856,7,
,T,Alderweireld,TOT,D,0.22,0.22,3.3,3.3,4.3,620,5.9,2.8,1643,1,
,J,Lascelles,NEW,D,0.15,0.21,2.7,3.0,2.7,585,4.8,4.3,-7155,-3,
,B,Mee,BUR,D,0.2,0.2,3.0,3.0,3.0,720,4.9,2.9,-17386,-10,
,S,Morrison,CAR,D,0.18,0.18,2.9,2.9,1.0,720,4.9,0.4,-1016,-4,
,C,Cathcart,WAT,D,0.18,0.18,2.8,2.8,0.0,717,4.5,1.0,-4602,-8,
,P,Dummett,NEW,D,0.16,0.16,2.7,2.7,2.0,540,4.5,0.2,-1015,-9,
,R,Bertrand,SOU,D,0.16,0.16,2.8,2.8,0.3,720,4.9,4.6,-17379,-7,
,C,Schindler,HUD,D,0.14,0.14,2.6,2.6,3.3,700,4.3,1.8,188,0,
,D,Yedlin,NEW,D,0.13,0.13,2.6,2.6,2.3,619,4.5,1.2,4959,7,
,B,Ecuele Manga,CAR,D,0.11,0.11,2.5,2.5,2.0,720,4.5,0.1,-190,-3,
,B,Chilwell,LEI,D,0.1,0.1,2.5,2.5,2.7,720,5.0,0.8,-2282,-5,
,J,Vestergaard,SOU,D,0.1,0.1,2.5,2.5,0.7,540,4.8,0.3,-1276,-7,
,C,Löwe,HUD,D,0.09,0.09,2.4,2.4,3.0,605,4.4,0.1,-382,-7,
,M,Zanka,HUD,D,0.09,0.09,2.4,2.4,2.7,617,4.4,3.9,-12561,-6,
,C,Kabasele,WAT,D,-0.11,0.07,1.5,2.3,-0.3,661,4.5,0.5,-7565,-26,
,M,Lowton,BUR,D,0.06,0.06,2.3,2.3,2.3,540,4.8,0.4,-2389,-10,
,C,Taylor,BUR,D,-0.02,0.05,1.9,2.2,3.3,540,4.4,0.3,-1432,-8,
,F,Balbuena,WHU,D,0.02,0.02,2.1,2.1,4.0,720,4.4,0.3,124,1,
,C,Clark,NEW,D,0.16,0.0,2.7,2.0,0.3,485,4.5,0.3,-1427,-8,
,C,Cédric,SOU,D,0.0,0.0,2.0,2.0,0.7,685,4.4,4.7,-18429,-7,
,I,Diop,WHU,D,0.0,0.0,2.0,2.0,3.3,540,4.3,0.6,58,0,
,W,Hoedt,SOU,D,-0.02,-0.02,1.9,1.9,0.3,720,4.4,0.3,-815,-5,
,G,Bong,BHA,D,-0.04,-0.04,1.8,1.8,2.7,694,4.5,0.2,-153,-1,
,V,Lindelöf,MUN,D,-0.06,-0.04,1.7,1.8,0.0,538,4.8,0.9,-6502,-13,
,L,Dunk,BHA,D,-0.07,-0.05,1.7,1.8,2.7,559,4.4,1.3,-123,0,
,F,Hadergjonaj,HUD,D,-0.07,-0.05,1.7,1.8,1.0,500,4.4,0.1,-264,-5,
,T,Kongolo,HUD,D,-0.2,-0.18,1.1,1.2,0.3,549,4.4,0.2,-1161,-10,
,S,Sokratis,ARS,D,-0.23,-0.19,0.8,1.0,0.0,488,5.2,1.3,-4666,-6,
,M,Montoya,BHA,D,-0.22,-0.22,1.0,1.0,0.3,540,4.5,0.2,-535,-5,
,W,Morgan,LEI,D,-0.22,-0.22,1.0,1.0,1.7,490,4.5,0.8,-6770,-15,
,D,Odoi,FUL,D,-0.3,-0.32,0.7,0.6,0.3,495,4.4,0.1,-88,-2,
