W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,082720
,K,Trippier,TOT,D,1.5,1.5,11.0,11.0,7.3,165,6.0,24.3,19406,1,
o,M,Alonso,CHE,D,1.45,1.45,11.7,11.7,11.7,270,6.7,31.4,140875,8,
,J,Holebas,WAT,D,1.3,1.3,8.0,8.0,8.0,270,4.6,7.9,59037,14,
o,A,Robertson,LIV,D,1.15,1.15,9.0,9.0,9.0,270,6.1,20.3,55108,5,
o,B,Mendy,MCI,D,1.11,1.11,9.0,9.0,9.0,270,6.3,31.9,90762,5,
,S,Steve Cook,BOU,D,1.09,1.09,7.0,7.0,7.0,270,4.6,8.6,16094,3,
,L,Shaw,MUN,D,0.65,1.08,5.3,7.5,5.3,270,5.1,8.6,-34686,-7,
,J,Gomez,LIV,D,0.94,0.94,6.7,6.7,6.7,270,5.0,1.6,18711,22,
m,J,Tarkowski,BUR,D,0.86,0.86,6.3,6.3,6.3,270,5.0,10.0,3640,1,
,N,Aké,BOU,D,0.8,0.8,6.0,6.0,6.0,270,5.0,4.4,10540,4,
m,R,Pereira,LEI,D,0.78,0.78,6.0,6.0,6.0,270,5.1,5.6,1541,1,
,V,van Dijk,LIV,D,0.78,0.78,6.7,6.7,6.7,270,6.0,18.3,3647,0,
,J,Stankovic,HUD,D,0.75,0.75,5.0,5.0,1.7,90,4.0,3.4,7516,4,
,J,Vertonghen,TOT,D,0.72,0.75,6.3,6.5,6.3,270,6.0,10.7,-6031,-1,
,M,Keane,EVE,D,0.74,0.74,5.7,5.7,5.7,270,5.0,2.3,-16415,-13,
o,A,Wan-Bissaka,CRY,D,0.73,0.73,5.0,5.0,3.3,164,4.1,21.5,31039,3,
,S,Bamba,CAR,D,0.67,0.67,5.0,5.0,5.0,270,4.5,0.9,6269,13,
,J,Bennett,CAR,D,0.67,0.67,5.0,5.0,5.0,270,4.5,0.6,3612,11,
,N,Monreal,ARS,D,0.64,0.64,5.5,5.5,3.7,180,5.5,1.3,18344,26,
,J,Schlupp,CRY,D,0.6,0.6,4.7,4.7,4.7,246,4.5,4.3,9318,4,
,H,Maguire,LEI,D,0.6,0.6,5.3,5.3,5.3,270,5.5,15.6,14179,2,
,J,Evans,LEI,D,0.6,0.6,5.0,5.0,1.7,90,5.0,0.4,-892,-4,
,T,Alexander-Arnold,LIV,D,0.6,0.6,5.0,5.0,5.0,268,5.0,17.1,6457,1,
,A,Laporte,MCI,D,0.6,0.6,5.3,5.3,5.3,270,5.5,2.4,25691,20,
,D,Janmaat,WAT,D,0.6,0.6,5.0,5.0,5.0,270,5.0,0.6,916,3,
,J,Stones,MCI,D,0.55,0.55,5.0,5.0,3.3,180,5.5,10.4,-47840,-9,
,R,Bertrand,SOU,D,0.54,0.54,4.7,4.7,4.7,270,5.0,6.0,84,0,
,B,Ecuele Manga,CAR,D,0.51,0.51,4.3,4.3,4.3,270,4.5,0.1,379,7,
,J,Lascelles,NEW,D,0.5,0.5,4.5,4.5,3.0,180,5.0,6.8,-23061,-6,
,S,Aurier,TOT,D,0.17,0.5,3.0,5.0,2.0,104,6.0,0.9,-1802,-4,
,S,Morrison,CAR,D,0.46,0.46,4.3,4.3,4.3,270,5.0,0.5,-498,-2,
,B,Mee,BUR,D,0.4,0.4,4.0,4.0,4.0,270,5.0,4.5,-10869,-4,
,K,Walker,MCI,D,0.38,0.38,4.5,4.5,3.0,180,6.5,10.6,-17595,-3,
m,P,van Aanholt,CRY,D,0.36,0.36,4.0,4.0,4.0,270,5.5,5.6,-7120,-2,
,M,Sakho,CRY,D,0.34,0.34,3.7,3.7,3.7,270,5.0,1.6,-176,0,
,B,Chilwell,LEI,D,0.34,0.34,3.7,3.7,3.7,270,5.0,0.7,-401,-1,
,A,Rüdiger,CHE,D,0.33,0.33,4.0,4.0,4.0,270,6.0,2.9,-3085,-2,
,J,Tomkins,CRY,D,0.33,0.33,3.5,3.5,2.3,180,4.5,6.8,-26656,-7,
,M,Zanka,HUD,D,0.33,0.33,3.5,3.5,2.3,180,4.5,5.7,-5849,-2,
