W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,082720
,L,Vietto,FUL,F,0.55,1.27,5.0,9.0,3.3,109,5.5,0.5,4414,16,
m,A,Mitrovic,FUL,F,0.92,0.92,8.0,8.0,8.0,270,6.5,9.1,129929,27,
o,S,Agüero,MCI,F,0.54,0.54,8.0,8.0,8.0,243,11.2,47.6,70974,3,
,R,Lukaku,MUN,F,0.15,0.55,3.7,8.0,3.7,203,11.0,7.5,-7212,-2,
o,C,Wilson,BOU,F,0.87,0.87,7.3,7.3,7.3,270,6.1,13.8,73511,10,
,G,Jesus,MCI,F,0.1,0.48,3.0,7.0,3.0,129,10.5,2.4,-7667,-6,
,T,Deeney,WAT,F,0.55,0.55,5.3,5.3,5.3,268,6.0,3.8,1832,1,
,M,Arnautovic,WHU,F,0.43,0.43,5.0,5.0,5.0,214,7.0,18.7,-38814,-4,
,J,Chicharito,WHU,F,0.05,0.46,2.3,5.0,2.3,125,6.5,2.1,-6673,-6,
m,D,Ings,SOU,F,0.23,0.45,3.3,4.5,3.3,192,5.6,5.4,1312,0,
,J,King,BOU,F,0.31,0.31,4.0,4.0,4.0,269,6.4,4.5,-6069,-3,
m,W,Zaha,CRY,F,0.29,0.29,4.0,4.0,4.0,270,7.0,32.2,25133,1,
,R,Firmino,LIV,F,0.21,0.21,4.0,4.0,4.0,248,9.5,29.9,-54284,-3,
,H,Kane,TOT,F,0.32,0.16,6.0,4.0,6.0,266,12.5,28.0,11091,1,
o,C,Tosun,EVE,F,0.24,0.24,3.7,3.7,3.7,237,7.0,5.6,-3135,-1,
,K,Iheanacho,LEI,F,0.12,0.25,2.7,3.5,2.7,164,6.0,1.2,-1553,-2,
,J,Joselu,NEW,F,0.54,0.3,4.7,3.5,4.7,176,5.0,4.4,14480,6,
,Á,Morata,CHE,F,0.14,0.14,3.3,3.3,3.3,228,9.0,4.6,-4134,-2,
,A,Gray,WAT,F,0.22,0.22,3.3,3.3,3.3,212,6.0,0.7,-1194,-3,
m,R,Jiménez,WOL,F,0.24,0.24,3.3,3.3,3.3,270,5.5,5.0,4094,2,
,G,Murray,BHA,F,0.15,0.15,3.0,3.0,3.0,270,6.5,0.8,1970,5,
,S,Mounie,HUD,F,0.17,0.17,3.0,3.0,3.0,252,6.0,0.3,-905,-6,
,P,Aubameyang,ARS,F,0.0,0.0,2.0,2.0,2.0,254,10.9,15.0,-59656,-7,
,C,Wood,BUR,F,0.0,0.0,2.0,2.0,2.0,201,6.5,0.5,-1793,-7,
,B,Reid,CAR,F,-0.13,0.0,1.3,2.0,1.3,116,5.4,0.5,-2865,-11,
,C,Benteke,CRY,F,0.0,0.0,2.0,2.0,2.0,235,6.5,1.2,-2157,-3,
,A,Kamara,FUL,F,-0.11,0.0,1.5,2.0,1.0,116,4.5,11.4,-13005,-2,
,M,Rashford,MUN,F,-0.07,0.0,1.5,2.0,1.0,111,6.9,8.0,-26375,-6,
,A,Pérez,NEW,F,-0.05,0.0,1.7,2.0,1.7,161,6.4,2.0,-9058,-8,
,S,Rondón,NEW,F,-0.08,0.0,1.5,2.0,1.0,92,5.9,1.0,-3099,-6,
,S,Long,SOU,F,-0.1,0.0,1.5,2.0,1.0,117,4.9,1.5,-1208,-1,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,1.73,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,K,Zohore,CAR,F,-0.1,-0.1,1.5,1.5,1.0,148,4.9,0.6,-1005,-3,
,C,Austin,SOU,F,-0.12,-0.08,1.3,1.5,1.3,149,5.9,1.1,-5768,-10,
,D,Welbeck,ARS,F,0.92,-0.31,8.0,0.0,2.7,15,6.5,0.6,2470,8,
,A,Lacazette,ARS,F,0.0,-0.21,2.0,0.0,2.0,96,9.4,2.6,-4997,-4,
,L,Mousset,BOU,F,-0.2,-0.4,1.0,0.0,0.7,2,5.0,0.3,-517,-3,
,J,Defoe,BOU,F,-0.17,-0.34,1.0,0.0,0.3,1,5.9,0.7,-2566,-7,
,T,Hemed,BHA,F,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-875,-8,
