W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,082720
,N,Etheridge,CAR,G,1.62,1.62,9.3,9.3,9.3,270,4.5,5.0,47283,18,
,J,Lössl,HUD,G,1.56,1.56,9.0,9.0,3.0,77,4.5,1.6,596,1,
,A,Alisson,LIV,G,0.78,0.78,6.3,6.3,6.3,270,5.5,17.3,37451,4,
,A,McCarthy,SOU,G,0.67,0.67,5.0,5.0,5.0,270,4.5,3.0,2307,1,
,E,Ederson,MCI,G,0.54,0.54,5.0,5.0,5.0,270,5.6,22.1,9973,1,
m,W,Hennessey,CRY,G,0.51,0.51,4.3,4.3,4.3,270,4.5,3.0,10793,7,
,F,Fabri,FUL,G,0.44,0.44,4.0,4.0,2.7,180,4.5,0.4,-590,-3,
o,J,Hart,BUR,G,0.38,0.38,3.7,3.7,3.7,270,4.5,5.9,-4626,-1,
,K,Schmeichel,LEI,G,0.34,0.34,3.7,3.7,3.7,270,5.0,5.7,-1322,0,
,A,Begovic,BOU,G,0.29,0.29,3.3,3.3,3.3,270,4.5,4.8,-3331,-1,
o,B,Foster,WAT,G,0.29,0.29,3.3,3.3,3.3,270,4.5,4.8,-2158,-1,
,K,Kepa,CHE,G,0.24,0.24,3.3,3.3,3.3,270,5.5,3.9,-572,0,
,P,Cech,ARS,G,0.2,0.2,3.0,3.0,3.0,270,5.0,2.1,2677,2,
,M,Dubravka,NEW,G,0.2,0.2,3.0,3.0,3.0,270,5.0,0.4,-171,-1,
,L,Fabianski,WHU,G,0.16,0.16,2.7,2.7,2.7,270,4.5,15.7,-9340,-1,
m,M,Ryan,BHA,G,0.07,0.07,2.3,2.3,2.3,270,4.5,4.3,-552,0,
,J,Pickford,EVE,G,0.0,0.0,2.0,2.0,2.0,270,5.0,18.2,-19192,-2,
,D,De Gea,MUN,G,-0.05,0.0,1.7,2.0,1.7,270,6.0,25.0,-46840,-3,
,H,Lloris,TOT,G,0.31,0.0,3.7,2.0,3.7,270,5.5,7.4,-2383,-1,
