W,I,web_name        ,team,T,VA/M ,VA/ML,p/g,p/gl,form,min,price,%   ,txn    ,gf ,100320
o,E,Hazard          ,CHE ,M,0.59 ,0.76 ,8.6,10.4,11.0,486,11.1 ,41.7,267378 ,11 ,      
 ,H,Kane            ,TOT ,F,0.34 ,0.34 ,6.3,6.3 ,8.0 ,626,12.5 ,29.1,170380 ,10 ,      
m,J,Maddison        ,LEI ,M,0.54 ,0.54 ,5.7,5.7 ,7.3 ,560,6.9  ,15.6,169469 ,19 ,      
m,K,Trippier        ,TOT ,D,0.73 ,0.73 ,6.5,6.5 ,5.3 ,525,6.2  ,31.9,137467 ,8  ,      
m,M,Arnautovic      ,WHU ,F,0.57 ,0.57 ,6.0,6.0 ,6.3 ,449,7.0  ,16.0,137250 ,15 ,      
o,M,Doherty         ,WOL ,D,0.64 ,0.64 ,4.9,4.9 ,8.7 ,608,4.5  ,5.1 ,93443  ,32 ,      
m,H,Maguire         ,LEI ,D,0.56 ,0.56 ,5.1,5.1 ,6.3 ,630,5.5  ,15.2,57630  ,7  ,      
o,R,Fraser          ,BOU ,M,0.68 ,0.68 ,6.0,6.0 ,7.0 ,630,5.9  ,21.1,56977  ,5  ,      
m,A,Lacazette       ,ARS ,F,0.33 ,0.58 ,5.1,7.5 ,6.0 ,456,9.5  ,7.3 ,50187  ,12 ,      
m,R,Sterling        ,MCI ,M,0.52 ,0.52 ,7.8,7.8 ,9.3 ,513,11.1 ,4.6 ,46892  ,18 ,      
m,R,Patrício        ,WOL ,G,0.58 ,0.58 ,4.6,4.6 ,6.3 ,630,4.5  ,7.5 ,38426  ,9  ,      
 ,T,Alexander-Arnold,LIV ,D,0.61 ,0.61 ,5.1,5.1 ,6.3 ,625,5.1  ,20.7,35335  ,3  ,      
 ,J,Gudmundsson     ,BUR ,M,0.56 ,0.71 ,5.3,6.2 ,7.7 ,464,5.9  ,1.7 ,34688  ,36 ,      
o,J,Hart            ,BUR ,G,0.67 ,0.67 ,5.1,5.1 ,5.0 ,630,4.6  ,9.5 ,34304  ,6  ,      
 ,M,Özil            ,ARS ,M,0.34 ,0.34 ,4.8,4.8 ,7.7 ,510,8.3  ,3.7 ,33276  ,16 ,      
