W,I,web_name       ,team,T,VA/M ,VA/ML,p/g,p/gl,form,min,price,%   ,txn    ,gf ,100320
o,E,Hazard         ,CHE ,M,0.59 ,0.76 ,8.6,10.4,11.0,486,11.1 ,41.7,267378 ,11 ,      
m,R,Sterling       ,MCI ,M,0.52 ,0.52 ,7.8,7.8 ,9.3 ,513,11.1 ,4.6 ,46892  ,18 ,      
o,R,Richarlison    ,EVE ,M,0.48 ,0.75 ,5.2,7.0 ,1.7 ,387,6.7  ,21.5,8754   ,1  ,      
 ,L,Sané           ,MCI ,M,0.27 ,0.54 ,4.5,7.0 ,7.0 ,280,9.2  ,5.0 ,14849  ,5  ,      
 ,A,Yarmolenko     ,WHU ,M,0.21 ,0.74 ,3.4,7.0 ,7.0 ,348,6.8  ,1.5 ,22805  ,27 ,      
 ,I,Gündogan       ,MCI ,M,0.48 ,0.8  ,4.7,6.5 ,4.7 ,352,5.6  ,4.3 ,-18764 ,-8 ,      
 ,S,Mané           ,LIV ,M,0.44 ,0.44 ,6.4,6.4 ,2.0 ,610,9.9  ,39.4,-85984 ,-4 ,      
 ,J,Gudmundsson    ,BUR ,M,0.56 ,0.71 ,5.3,6.2 ,7.7 ,464,5.9  ,1.7 ,34688  ,36 ,      
o,R,Fraser         ,BOU ,M,0.68 ,0.68 ,6.0,6.0 ,7.0 ,630,5.9  ,21.1,56977  ,5  ,      
m,J,Maddison       ,LEI ,M,0.54 ,0.54 ,5.7,5.7 ,7.3 ,560,6.9  ,15.6,169469 ,19 ,      
 ,M,Salah          ,LIV ,M,0.28 ,0.28 ,5.6,5.6 ,4.0 ,581,12.9 ,37.5,-199382,-9 ,      
o,B,Bernardo Silva ,MCI ,M,0.36 ,0.43 ,4.7,5.3 ,6.7 ,543,7.6  ,9.6 ,-1768  ,0  ,      
 ,L,Lucas Moura    ,TOT ,M,0.45 ,0.45 ,5.3,5.3 ,2.7 ,594,7.4  ,22.7,-20512 ,-2 ,      
 ,G,Sigurdsson     ,EVE ,M,0.36 ,0.44 ,4.6,5.2 ,7.7 ,568,7.3  ,1.9 ,31253  ,29 ,      
 ,D,David Silva    ,MCI ,M,0.38 ,0.38 ,5.2,5.2 ,4.7 ,419,8.5  ,7.5 ,-25665 ,-6 ,      
 ,R,Pereyra        ,WAT ,M,0.46 ,0.46 ,4.9,4.9 ,2.0 ,625,6.3  ,14.7,-20067 ,-2 ,      
 ,M,Özil           ,ARS ,M,0.34 ,0.34 ,4.8,4.8 ,7.7 ,510,8.3  ,3.7 ,33276  ,16 ,      
 ,J,Murphy         ,CAR ,M,0.25 ,0.56 ,3.2,4.7 ,3.0 ,299,4.8  ,0.2 ,1478   ,13 ,      
o,T,Walcott        ,EVE ,M,0.41 ,0.41 ,4.7,4.7 ,3.3 ,557,6.6  ,8.1 ,6255   ,1  ,      
