W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081918
m,C,Wilson,BOU,F,0.82,0.82,7.0,7.0,7.0,180,6.1,8.8,70747,16,
,R,Jiménez,WOL,F,0.36,0.73,4.0,6.0,4.0,180,5.5,5.1,-328,0,
m,W,Zaha,CRY,F,0.43,0.43,5.0,5.0,2.5,90,7.0,31.9,9072,1,
o,C,Tosun,EVE,F,0.21,0.43,3.5,5.0,3.5,154,7.0,6.6,-14687,-4,
,J,Joselu,NEW,F,0.3,0.4,3.5,4.0,3.5,148,5.0,3.8,3698,2,
,J,King,BOU,F,-0.08,0.0,1.5,2.0,1.5,179,6.5,6.4,-33694,-10,
,G,Murray,BHA,F,0.23,0.0,3.5,2.0,3.5,180,6.5,0.7,183,1,
,B,Reid,CAR,F,-0.09,0.0,1.5,2.0,1.5,101,5.5,0.7,-2481,-7,
,Á,Morata,CHE,F,0.22,0.0,4.0,2.0,4.0,164,9.0,3.4,24809,14,
,C,Benteke,CRY,F,0.0,0.0,2.0,2.0,1.0,82,6.5,1.3,-733,-1,
,A,Mitrovic,FUL,F,0.31,0.0,4.0,2.0,4.0,180,6.5,5.9,7213,2,
,S,Mounie,HUD,F,0.25,0.0,3.5,2.0,3.5,173,6.0,0.2,423,4,
,K,Iheanacho,LEI,F,-0.08,0.0,1.5,2.0,1.5,98,6.0,1.3,-1706,-3,
,M,Rashford,MUN,F,-0.07,0.0,1.5,2.0,1.5,111,7.0,10.4,-15878,-3,
,A,Pérez,NEW,F,0.0,0.0,2.0,2.0,2.0,144,6.5,2.7,-6413,-5,
,A,Gray,WAT,F,0.33,0.0,4.0,2.0,4.0,140,6.0,0.6,513,2,
,T,Deeney,WAT,F,0.83,0.0,7.0,2.0,7.0,178,6.0,1.3,8801,13,
m,H,Kane,TOT,F,0.16,-0.08,4.0,1.0,4.0,178,12.5,30.5,-14430,-1,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,0.69,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,D,Welbeck,ARS,F,-0.31,-0.31,0.0,0.0,0.0,0,6.5,0.5,-430,-2,
m,A,Lacazette,ARS,F,-0.11,-0.21,1.0,0.0,1.0,51,9.5,3.4,-14349,-8,
m,P,Aubameyang,ARS,F,0.0,-0.18,2.0,0.0,2.0,180,11.0,16.8,-41631,-5,
,L,Mousset,BOU,F,-0.2,-0.4,1.0,0.0,0.5,1,5.0,0.3,-358,-2,
,J,Defoe,BOU,F,-0.17,-0.33,1.0,0.0,0.5,1,6.0,0.8,-2135,-5,
,T,Hemed,BHA,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-336,-3,
,S,Baldock,BHA,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.4,-848,-4,
,J,Locadia,BHA,F,-0.18,-0.36,1.0,0.0,0.5,1,5.5,0.1,-109,-2,
,F,Andone,BHA,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-163,-3,
,S,Vokes,BUR,F,-0.18,-0.36,1.0,0.0,1.0,37,5.5,1.1,-1574,-3,
,A,Barnes,BUR,F,-0.17,-0.33,1.0,0.0,1.0,39,6.0,0.9,-2000,-4,
,N,Wells,BUR,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,2.2,-1874,-2,
,C,Wood,BUR,F,0.0,-0.31,2.0,0.0,2.0,136,6.5,0.6,-576,-2,
,M,Vydra,BUR,F,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.1,-367,-7,
,K,Zohore,CAR,F,0.0,-0.41,2.0,0.0,1.0,90,4.9,0.6,-327,-1,
,O,Bogle,CAR,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-566,-4,
,G,Madine,CAR,F,-0.22,-0.44,1.0,0.0,0.5,2,4.5,1.4,-1408,-2,
,O,Giroud,CHE,F,-0.13,-0.25,1.0,0.0,0.5,15,7.9,3.2,-6323,-4,
,T,Abraham,CHE,F,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.2,-353,-3,
,A,Sørloth,CRY,F,-0.2,-0.4,1.0,0.0,0.5,7,5.0,0.3,-311,-2,
,C,Wickham,CRY,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-314,-6,
,J,Ayew,CRY,F,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.4,-669,-3,
,D,Calvert-Lewin,EVE,F,-0.18,-0.36,1.0,0.0,0.5,15,5.5,1.1,-2571,-5,
,O,Niasse,EVE,F,-0.18,-0.36,1.0,0.0,1.0,13,5.5,0.8,-2055,-5,
,S,Sandro,EVE,F,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.2,-438,-4,
,A,Kamara,FUL,F,-0.11,-0.44,1.5,0.0,1.5,116,4.5,10.8,9967,2,
,L,Vietto,FUL,F,-0.18,-0.36,1.0,0.0,0.5,19,5.5,0.5,-1605,-6,
