W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081918
m,W,Hennessey,CRY,G,1.56,1.33,9.0,8.0,4.5,90,4.5,2.2,3613,3,
m,A,Begovic,BOU,G,0.56,0.89,4.5,6.0,4.5,180,4.5,4.9,1312,1,
,N,Etheridge,CAR,G,2.0,0.89,11.0,6.0,11.0,180,4.5,1.1,28129,49,
o,B,Foster,WAT,G,0.44,0.89,4.0,6.0,4.0,180,4.5,4.9,-750,0,
,K,Kepa,CHE,G,0.36,0.73,4.0,6.0,4.0,180,5.5,3.8,1361,1,
,F,Fabri,FUL,G,0.44,0.22,4.0,3.0,4.0,180,4.5,0.3,659,4,
,D,De Gea,MUN,G,0.0,0.17,2.0,3.0,2.0,180,6.0,29.2,-24369,-2,
,M,Ryan,BHA,G,-0.11,0.0,1.5,2.0,1.5,180,4.5,4.8,-4121,-2,
,K,Schmeichel,LEI,G,0.4,0.0,4.0,2.0,4.0,180,5.0,5.5,3130,1,
,M,Dubravka,NEW,G,0.4,0.0,4.0,2.0,4.0,180,5.0,0.4,119,1,
,H,Lloris,TOT,G,0.0,0.0,2.0,2.0,2.0,180,5.5,8.1,-6953,-2,
,R,Patrício,WOL,G,-0.11,0.0,1.5,2.0,1.5,180,4.5,6.0,-6507,-2,
,J,Pickford,EVE,G,0.0,-0.2,2.0,1.0,2.0,180,5.0,19.8,-11256,-1,
~,~,~~~~~~~~,~~~~,~,~~~~,-0.23,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,B,Hamer,HUD,G,-0.12,-0.25,1.5,1.0,1.5,180,4.0,4.6,19797,8,
,T,Courtois,CHE,G,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.9,-2956,-6,
,A,Alisson,LIV,G,0.91,-0.36,7.0,0.0,3.5,90,5.5,14.5,3050,0,
,E,Ederson,MCI,G,0.82,-0.36,6.5,0.0,6.5,180,5.5,19.7,29741,3,
,P,Cech,ARS,G,0.2,-0.4,3.0,0.0,3.0,180,5.0,1.8,1681,2,
,B,Leno,ARS,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,2.0,-5841,-6,
,T,Heaton,BUR,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-78,-2,
,N,Pope,BUR,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.4,-834,-4,
,S,Mignolet,LIV,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-99,-1,
,L,Karius,LIV,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-218,-2,
,C,Bravo,MCI,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-354,-3,
,S,Romero,MUN,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-110,-2,
,L,Grant,MUN,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-2,0.0,
,M,Vorm,TOT,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-113,-2,
,W,Caballero,CHE,G,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-244,-2,
,A,Lindegaard,BUR,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-128,-1,
o,J,Hart,BUR,G,0.56,-0.44,4.5,0.0,4.5,180,4.5,5.9,5304,2,
,A,Smithies,CAR,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-256,-5,
,V,Guaita,CRY,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-288,-3,
,M,Bettinelli,FUL,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-408,-3,
,S,Rico,FUL,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-491,-3,
,J,Lössl,HUD,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,1.8,-2546,-3,
,E,Jakupovic,LEI,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-93,-2,
,D,Ward,LEI,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-170,-2,
,R,Elliot,NEW,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-355,-2,
,K,Darlow,NEW,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-83,-2,
m,A,McCarthy,SOU,G,1.0,-0.44,6.5,0.0,6.5,180,4.5,2.6,4605,3,
,F,Forster,SOU,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,1.2,-1891,-3,
,A,Gunn,SOU,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-275,-3,
,H,Gomes,WAT,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.4,-318,-2,
,P,Dahlberg,WAT,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-47,-1,
,A,Adrián,WHU,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.5,-536,-2,
,L,Fabianski,WHU,G,-0.11,-0.44,1.5,0.0,1.5,180,4.5,17.5,-14960,-2,
,J,Ruddy,WOL,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.5,-504,-2,
,A,Boruc,BOU,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,7.1,-2795,-1,
,D,Button,BHA,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,1.8,-617,-1,
,J,Steele,BHA,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,1.5,-210,0,
,J,Speroni,CRY,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,13.9,-7893,-1,
,M,Stekelenburg,EVE,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,4.6,-1848,-1,
,W,Norris,WOL,G,-0.5,-0.5,0.0,0.0,0.0,0,4.0,2.4,-984,-1,
