W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081918
,R,Pereyra,WAT,M,1.15,1.8,9.0,13.0,9.0,176,6.1,6.1,9272,3,
o,R,Richarlison,EVE,M,1.42,1.34,11.5,11.0,11.5,170,6.7,28.7,211433,14,
m,P,Pogba,MUN,M,0.86,0.99,9.0,10.0,9.0,173,8.1,16.9,21874,3,
m,R,Neves,WOL,M,0.98,1.57,7.0,10.0,7.0,180,5.1,22.5,6353,1,
o,R,Fraser,BOU,M,1.18,1.09,8.5,8.0,8.5,180,5.5,3.3,31177,18,
m,P,Pedro,CHE,M,1.0,0.92,8.5,8.0,8.5,170,6.5,5.0,79423,31,
,N,Kanté,CHE,M,0.6,1.2,5.0,8.0,5.0,180,5.0,22.6,12583,1,
,J,Jorginho,CHE,M,0.69,1.18,5.5,8.0,5.5,180,5.1,13.4,12568,2,
,B,Alli,TOT,M,0.55,0.55,7.0,7.0,7.0,169,9.1,7.5,8608,2,
,W,Willian,CHE,M,0.27,0.53,4.0,6.0,4.0,135,7.5,9.1,-16155,-3,
,A,Sánchez,MUN,M,0.29,0.29,5.0,5.0,2.5,90,10.5,7.6,-48821,-12,
,J,Mata,MUN,M,0.15,0.46,3.0,5.0,3.0,135,6.5,2.5,-5180,-4,
,M,Ritchie,NEW,M,0.25,0.5,3.5,5.0,3.5,137,6.0,1.2,-2096,-3,
o,D,Jota,WOL,M,0.15,0.46,3.0,5.0,3.0,135,6.5,4.9,-41087,-16,
,A,Surman,BOU,M,0.1,0.2,2.5,3.0,2.5,180,5.0,0.4,-409,-2,
,D,Gosling,BOU,M,0.0,0.2,2.0,3.0,2.0,180,5.0,0.1,-95,-2,
,D,Brooks,BOU,M,0.1,0.2,2.5,3.0,2.5,143,5.0,0.1,687,13,
,R,Barkley,CHE,M,0.0,0.17,2.0,3.0,2.0,126,6.0,0.5,-376,-1,
,J,McArthur,CRY,M,0.2,0.2,3.0,3.0,1.5,90,5.0,1.5,-2136,-3,
,A,Townsend,CRY,M,0.17,0.17,3.0,3.0,1.5,87,6.0,2.0,-2741,-3,
,L,Milivojevic,CRY,M,0.15,0.15,3.0,3.0,1.5,90,6.5,7.8,-14672,-4,
,A,Doucouré,WAT,M,0.42,0.17,4.5,3.0,4.5,180,6.0,2.0,-1557,-2,
,W,Hughes,WAT,M,0.7,0.2,5.5,3.0,5.5,162,5.0,0.6,3271,11,
,A,Knockaert,BHA,M,0.27,0.0,3.5,2.0,3.5,180,5.5,0.5,-46,0,
,S,March,BHA,M,0.3,0.0,3.5,2.0,3.5,160,5.0,0.1,198,4,
,D,Pröpper,BHA,M,0.0,0.0,2.0,2.0,2.0,180,5.0,0.2,-137,-1,
,J,Ralls,CAR,M,0.1,0.0,2.5,2.0,2.5,180,5.0,0.3,-741,-5,
,D,Hoilett,CAR,M,0.09,0.0,2.5,2.0,2.5,172,5.5,0.3,-1683,-11,
,N,Mendez-Laing,CAR,M,-0.1,0.0,1.5,2.0,1.5,74,5.0,0.1,-167,-3,
,C,Paterson,CAR,M,-0.09,0.0,1.5,2.0,1.5,69,5.5,0.2,-472,-5,
,T,Walcott,EVE,M,0.85,0.0,7.5,2.0,7.5,180,6.5,2.5,20613,16,
,M,Schneiderlin,EVE,M,0.22,0.0,3.0,2.0,3.0,113,4.5,2.7,1409,1,
,I,Gueye,EVE,M,0.0,0.0,2.0,2.0,2.0,180,5.0,0.6,-571,-2,
,T,Cairney,FUL,M,0.0,0.0,2.0,2.0,2.0,162,5.0,2.6,-4661,-3,
,R,Sessegnon,FUL,M,0.23,0.0,3.5,2.0,3.5,180,6.5,8.0,-8905,-2,
,J,Seri,FUL,M,0.0,0.0,2.0,2.0,2.0,171,5.5,1.6,-3495,-4,
,A,Schürrle,FUL,M,-0.08,0.0,1.5,2.0,1.5,62,5.9,4.9,-24011,-9,
,A,Mooy,HUD,M,0.0,0.0,2.0,2.0,1.0,90,5.5,3.3,-5590,-3,
,J,Hogg,HUD,M,0.0,0.0,2.0,2.0,1.0,90,4.5,0.3,-749,-5,
,P,Billing,HUD,M,-0.11,0.0,1.5,2.0,1.5,180,4.5,0.2,178,2,
,D,Gray,LEI,M,0.09,0.0,2.5,2.0,2.5,171,5.5,1.3,-932,-1,
,W,Ndidi,LEI,M,0.1,0.0,2.5,2.0,2.5,180,5.0,0.8,-162,0,
,A,Silva,LEI,M,-0.1,0.0,1.5,2.0,1.5,87,5.0,0.3,-312,-2,
,J,Maddison,LEI,M,0.54,0.0,5.5,2.0,5.5,143,6.5,1.7,18270,21,
,F,Fred,MUN,M,0.0,0.0,2.0,2.0,2.0,165,6.0,4.4,-9175,-4,
,J,Shelvey,NEW,M,0.09,0.0,2.5,2.0,2.5,180,5.5,1.1,-446,-1,
,R,Kenedy,NEW,M,-0.1,0.0,1.5,2.0,1.5,180,5.0,2.3,-10564,-9,
,C,Eriksen,TOT,M,0.0,0.0,2.0,2.0,2.0,180,9.5,15.7,-56857,-7,
,M,Sissoko,TOT,M,0.0,0.0,2.0,2.0,1.0,90,5.0,0.2,-369,-4,
,L,Lucas Moura,TOT,M,0.36,0.0,4.5,2.0,4.5,157,7.0,2.3,4200,4,
,E,Capoue,WAT,M,0.0,0.0,2.0,2.0,2.0,180,5.0,0.3,-185,-1,
,H,Costa,WOL,M,-0.1,0.0,1.5,2.0,1.5,115,5.0,0.7,-2010,-6,
,J,Moutinho,WOL,M,0.0,0.0,2.0,2.0,2.0,174,5.5,1.5,-3181,-4,
,D,Stephens,BHA,M,-0.11,-0.22,1.5,1.0,1.5,180,4.5,9.8,-12097,-2,
,P,Groß,BHA,M,0.51,-0.14,5.5,1.0,5.5,148,6.9,5.6,-10520,-4,
,K,McDonald,FUL,M,-0.22,-0.22,1.0,1.0,0.5,90,4.5,0.4,-685,-3,
,D,Amartey,LEI,M,-0.22,-0.22,1.0,1.0,1.0,92,4.5,0.3,-149,-1,
,A,Pereira,MUN,M,-0.2,-0.2,1.0,1.0,1.0,135,5.0,0.6,-696,-2,
,M,Diamé,NEW,M,0.0,-0.2,2.0,1.0,2.0,180,5.0,0.1,10,0,
,E,Dier,TOT,M,-0.1,-0.2,1.5,1.0,1.5,159,4.9,1.8,-70,0,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,0.96,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,M,Özil,ARS,M,0.0,-0.24,2.0,0.0,2.0,157,8.5,4.4,-12537,-6,
,A,Ramsey,ARS,M,-0.13,-0.27,1.0,0.0,1.0,75,7.5,1.3,-2777,-4,
,A,Iwobi,ARS,M,0.91,-0.36,7.0,0.0,3.5,74,5.5,0.9,7080,15,
,M,Elneny,ARS,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,2.5,-4484,-3,
,G,Xhaka,ARS,M,-0.27,-0.36,0.5,0.0,0.5,114,5.5,3.8,-11276,-6,
,H,Mkhitaryan,ARS,M,0.71,-0.29,7.0,0.0,7.0,180,7.0,13.3,81454,12,
,R,Nelson,ARS,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.8,-1166,-3,
,A,Maitland-Niles,ARS,M,-0.22,-0.44,1.0,0.0,0.5,34,4.5,0.5,-1773,-7,
,L,Torreira,ARS,M,-0.2,-0.4,1.0,0.0,1.0,65,5.0,1.8,-3354,-4,
,M,Guendouzi,ARS,M,0.0,-0.44,2.0,0.0,2.0,180,4.5,1.9,13266,13,
,M,Pugh,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.7,-811,-2,
,J,Stanislas,BOU,M,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.1,-99,-2,
,J,Ibe,BOU,M,-0.37,-0.37,0.0,0.0,0.0,0,5.4,0.5,-1199,-5,
,L,Lewis Cook,BOU,M,-0.2,-0.4,1.0,0.0,0.5,1,5.0,0.3,-379,-2,
,E,Hyndman,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-145,-3,
,J,Lerma,BOU,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-370,-2,
,B,Kayal,BHA,M,-0.22,-0.44,1.0,0.0,0.5,1,4.5,0.1,-57,-1,
,J,Izquierdo,BHA,M,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.1,-460,-9,
,Y,Bissouma,BHA,M,-0.2,-0.4,1.0,0.0,0.5,30,5.0,0.0,-15,0.0,
,A,Jahanbakhsh,BHA,M,-0.14,-0.29,1.0,0.0,0.5,19,7.0,1.3,-2235,-3,
,J,Gudmundsson,BUR,M,0.33,-0.33,4.0,0.0,4.0,176,6.0,1.8,-1692,-2,
,S,Defour,BUR,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-32,0.0,
,J,Hendrick,BUR,M,0.09,-0.36,2.5,0.0,2.5,144,5.5,0.2,-114,-1,
,R,Brady,BUR,M,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-83,0.0,
,A,Westwood,BUR,M,0.11,-0.44,2.5,0.0,2.5,180,4.5,1.0,2968,6,
,J,Walters,BUR,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-78,-2,
,J,Cork,BUR,M,0.0,-0.4,2.0,0.0,2.0,180,5.0,1.0,-1472,-3,
,A,Lennon,BUR,M,0.1,-0.4,2.5,0.0,2.5,180,5.0,0.4,-133,-1,
,H,Arter,CAR,M,0.0,-0.4,2.0,0.0,1.0,90,5.0,0.3,-146,-1,
,A,Gunnarsson,CAR,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,1.0,-2784,-5,
,A,Pilkington,CAR,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-370,-4,
,L,Damour,CAR,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-79,-2,
,D,Ward,CAR,M,-0.22,-0.44,1.0,0.0,0.5,28,4.5,0.3,-589,-4,
,J,Murphy,CAR,M,0.0,-0.4,2.0,0.0,2.0,104,5.0,0.2,-117,-1,
,V,Camarasa,CAR,M,0.0,-0.44,2.0,0.0,1.0,75,4.5,0.1,205,4,
m,E,Hazard,CHE,M,0.19,-0.19,4.0,0.0,4.0,43,10.5,12.1,15707,3,
,C,Fàbregas,CHE,M,-0.31,-0.31,0.0,0.0,0.0,0,6.4,0.8,-3250,-8,
,D,Drinkwater,CHE,M,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-355,-3,
,T,Bakayoko,CHE,M,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-1272,-12,
,E,Ampadu,CHE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-78,-2,
,C,Hudson-Odoi,CHE,M,-0.44,-0.44,0.0,0.0,0.0,0,4.5,1.9,-6938,-7,
,R,Loftus-Cheek,CHE,M,-0.18,-0.36,1.0,0.0,0.5,22,5.5,1.0,-2533,-5,
,M,Kovacic,CHE,M,-0.17,-0.33,1.0,0.0,0.5,30,6.0,1.1,-1904,-3,
