W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081918
m,J,Schlupp,CRY,D,2.0,2.0,11.0,11.0,5.5,90,4.5,2.5,5219,4,
m,J,Holebas,WAT,D,1.2,1.96,7.5,11.0,7.5,180,4.6,5.9,7192,2,
m,L,Shaw,MUN,D,1.08,1.76,7.5,11.0,7.5,180,5.1,10.4,9756,2,
o,A,Wan-Bissaka,CRY,D,2.44,1.71,12.0,9.0,6.0,90,4.1,22.2,40813,4,
m,P,van Aanholt,CRY,D,1.64,1.27,11.0,9.0,5.5,90,5.5,5.9,379,0,
m,M,Alonso,CHE,D,1.54,1.08,12.0,9.0,12.0,180,6.5,21.7,140968,13,
,J,Vertonghen,TOT,D,0.75,1.0,6.5,8.0,6.5,180,6.0,11.5,-9429,-2,
,S,Steve Cook,BOU,D,1.78,0.89,10.0,6.0,10.0,180,4.5,3.2,64228,39,
o,A,Adam Smith,BOU,D,0.44,0.89,4.0,6.0,4.0,180,4.5,0.7,68,0,
,J,Tomkins,CRY,D,0.89,0.89,6.0,6.0,3.0,90,4.5,7.9,-9545,-2,
,C,Cathcart,WAT,D,0.44,0.89,4.0,6.0,4.0,180,4.5,0.2,207,2,
m,C,Kabasele,WAT,D,0.44,0.89,4.0,6.0,4.0,180,4.5,0.8,-405,-1,
,N,Aké,BOU,D,0.6,0.8,5.0,6.0,5.0,180,5.0,4.3,-1840,-1,
,M,Sakho,CRY,D,1.0,0.8,7.0,6.0,3.5,90,5.0,1.6,-479,-1,
,D,Janmaat,WAT,D,0.4,0.8,4.0,6.0,4.0,180,5.0,0.6,-382,-1,
,C,Daniels,BOU,D,0.33,0.67,3.5,5.0,3.5,180,4.5,16.0,-22383,-3,
,A,Rüdiger,CHE,D,0.5,0.67,5.0,6.0,5.0,180,6.0,3.2,-3436,-2,
,C,Azpilicueta,CHE,D,0.46,0.62,5.0,6.0,5.0,180,6.5,14.9,-17515,-2,
o,D,David Luiz,CHE,D,0.18,0.55,3.0,5.0,3.0,180,5.5,4.1,-5294,-2,
,D,Sánchez,TOT,D,0.25,0.5,3.5,5.0,3.5,152,6.0,2.8,-3340,-2,
,S,Aurier,TOT,D,0.5,0.5,5.0,5.0,2.5,90,6.0,1.1,-3553,-6,
,M,Keane,EVE,D,0.3,0.4,3.5,4.0,3.5,180,5.0,2.8,-2290,-2,
,R,Pereira,LEI,D,1.2,0.4,8.0,4.0,8.0,180,5.0,2.7,37055,27,
,J,Bryan,FUL,D,-0.1,0.0,1.5,2.0,1.5,154,5.0,0.2,-81,-1,
,M,Darmian,MUN,D,0.0,0.0,2.0,2.0,1.0,90,5.0,0.5,-1846,-7,
,E,Bailly,MUN,D,-0.09,0.0,1.5,2.0,1.5,180,5.5,4.0,-6638,-3,
,V,Lindelöf,MUN,D,-0.1,0.0,1.5,2.0,1.5,180,5.0,1.4,-1533,-2,
,B,Davies,TOT,D,0.0,0.0,2.0,2.0,2.0,180,6.0,7.5,-26973,-7,
,L,Baines,EVE,D,-0.09,-0.18,1.5,1.0,1.5,180,5.5,1.7,-2310,-3,
,S,Coleman,EVE,D,-0.09,-0.18,1.5,1.0,1.5,180,5.5,2.8,-6839,-5,
,H,Maguire,LEI,D,0.18,-0.18,3.0,1.0,3.0,180,5.5,15.8,-5569,-1,
,S,Morrison,CAR,D,0.3,-0.2,3.5,1.0,3.5,180,5.0,0.6,-536,-2,
,B,Chilwell,LEI,D,0.5,-0.2,4.5,1.0,4.5,180,5.0,0.6,1461,5,
,J,Lascelles,NEW,D,0.5,-0.2,4.5,1.0,4.5,180,5.0,7.8,-3186,-1,
~,~,~~~~~~~~,~~~~,~,~~~~,-0.21,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,L,Dunk,BHA,D,-0.22,-0.22,1.0,1.0,1.0,109,4.5,2.8,-4139,-3,
,S,Duffy,BHA,D,0.44,-0.22,4.0,1.0,4.0,180,4.5,2.8,-966,-1,
,G,Bong,BHA,D,-0.22,-0.22,1.0,1.0,1.0,154,4.5,0.2,-62,-1,
,S,Bamba,CAR,D,0.33,-0.22,3.5,1.0,3.5,180,4.5,0.8,84,0,
,B,Ecuele Manga,CAR,D,0.33,-0.22,3.5,1.0,3.5,180,4.5,0.1,124,2,
,J,Bennett,CAR,D,0.56,-0.22,4.5,1.0,4.5,180,4.5,0.2,1806,17,
,C,Chambers,FUL,D,-0.22,-0.22,1.0,1.0,1.0,180,4.5,1.8,-2130,-2,
,M,Le Marchand,FUL,D,-0.11,-0.22,1.5,1.0,1.5,180,4.5,0.3,-195,-1,
