W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,111110
m,B,Bruno,BHA,D,0.77,1.02,5.4,6.5,4.8,362,4.4,0.9,-976,-2,
m,A,Laporte,MCI,D,0.53,0.85,5.1,7.0,3.5,990,5.9,11.4,7092,1,
o,M,Alonso,CHE,D,0.66,0.73,6.6,7.1,4.8,1035,7.0,47.3,1754,0,
,A,Mariappa,WAT,D,0.24,0.71,3.0,5.0,4.0,396,4.2,0.2,178,2,
o,A,Robertson,LIV,D,0.66,0.61,6.2,5.9,4.8,990,6.4,30.6,6558,0,
,T,Alderweireld,TOT,D,0.27,0.58,3.6,5.4,4.3,980,5.9,2.7,814,1,
,M,Keane,EVE,D,0.47,0.55,4.3,4.7,3.8,855,4.9,2.1,1107,1,
,R,Pereira,LEI,D,0.58,0.48,4.9,4.4,3.5,873,5.0,5.0,4841,2,
,T,Alexander-Arnold,LIV,D,0.58,0.48,4.9,4.4,3.3,895,5.0,17.7,3616,0,
m,B,Mendy,MCI,D,0.77,0.48,6.9,5.1,4.5,720,6.4,19.7,6240,1,
m,S,Duffy,BHA,D,0.4,0.47,3.9,4.2,3.8,1080,4.7,7.2,641,0,
,A,Rüdiger,CHE,D,0.4,0.47,4.4,4.8,4.8,1013,6.0,4.5,1776,1,
,J,Gomez,LIV,D,0.43,0.47,4.2,4.4,3.3,935,5.1,4.2,378,0,
o,F,Balbuena,WHU,D,0.14,0.43,2.6,3.9,3.5,1080,4.4,0.9,-88,0,
,S,Steve Cook,BOU,D,0.37,0.41,3.7,3.9,3.3,1080,4.6,8.9,-1534,0,
,S,Francis,BOU,D,0.11,0.39,2.5,3.7,3.5,732,4.4,0.4,18,0,
,N,Aké,BOU,D,0.32,0.36,3.6,3.8,3.8,1080,5.0,5.0,-308,0,
,H,Maguire,LEI,D,0.31,0.36,3.7,4.0,1.0,926,5.5,12.7,-14594,-2,
,C,Cédric,SOU,D,0.16,0.36,2.7,3.6,4.0,1045,4.4,4.6,-308,0,
,D,David Luiz,CHE,D,0.29,0.33,3.6,3.8,2.5,1035,5.5,5.3,595,0,
o,A,Wan-Bissaka,CRY,D,0.31,0.33,3.3,3.4,1.3,974,4.2,27.6,-712,0,
,M,Le Marchand,FUL,D,-0.26,0.33,0.9,3.4,1.0,779,4.2,0.2,5,0,
,V,van Dijk,LIV,D,0.37,0.33,4.2,4.0,4.5,1044,6.0,16.3,2727,0,
,C,Azpilicueta,CHE,D,0.29,0.32,3.8,4.0,2.8,1035,6.3,9.8,-556,0,
,H,Bellerín,ARS,D,0.28,0.31,3.5,3.7,2.5,945,5.4,10.5,1912,0,
,L,Dunk,BHA,D,0.36,0.3,3.6,3.3,7.0,919,4.4,2.4,9841,7,
,A,Adam Smith,BOU,D,0.24,0.29,3.1,3.3,3.3,965,4.5,1.1,-1344,-2,
