W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,111110
,A,Lacazette,ARS,F,0.34,0.46,5.3,6.5,2.5,805,9.7,14.1,747,0,
o,C,Wilson,BOU,F,0.59,0.65,6.0,6.4,5.8,1057,6.8,35.5,4946,0,
m,G,Murray,BHA,F,0.35,0.48,4.3,5.2,3.0,904,6.6,5.5,-442,0,
,J,King,BOU,F,0.46,0.46,4.9,4.9,0.5,779,6.3,2.5,-1288,-1,
,Á,Morata,CHE,F,0.18,0.3,3.6,4.6,5.3,646,8.7,2.9,1636,1,
,P,Aubameyang,ARS,F,0.36,0.2,5.9,4.2,5.5,760,10.9,16.3,1409,0,
,R,Firmino,LIV,F,0.15,0.23,3.4,4.1,1.8,914,9.2,18.1,-4586,0,
o,S,Agüero,MCI,F,0.4,0.18,6.6,4.0,5.3,801,11.4,51.3,5930,0,
,W,Zaha,CRY,F,0.26,0.26,3.8,3.8,2.3,900,6.8,14.7,-6845,-1,
o,J,Vardy,LEI,F,0.17,0.19,3.5,3.7,1.8,743,9.0,5.0,-2410,-1,
,B,Reid,CAR,F,0.1,0.27,2.5,3.4,4.3,621,5.2,0.7,63,0,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,2.87,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,A,Pérez,NEW,F,0.11,0.13,2.7,2.8,3.5,869,6.1,1.2,107,0,
,A,Mitrovic,FUL,F,0.35,-0.15,4.3,1.0,2.3,1080,6.6,17.2,-6821,-1,
,R,Lukaku,MUN,F,0.17,-0.19,3.8,0.0,0.8,768,10.7,4.6,-1393,-1,
,D,Ings,SOU,F,0.36,-0.36,4.0,0.0,4.0,820,5.5,5.3,-680,0,
,H,Kane,TOT,F,0.25,-0.16,5.1,0.0,4.0,1071,12.4,23.1,-5772,0,
,T,Deeney,WAT,F,0.24,-0.34,3.4,0.0,0.3,768,5.9,2.7,-395,0,
m,M,Arnautovic,WHU,F,0.45,-0.28,5.2,0.0,3.8,809,7.1,22.2,1524,0,
,R,Jiménez,WOL,F,0.44,-0.35,4.5,0.0,3.8,895,5.7,8.8,11708,2,
