W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,102700
,P,Aubameyang,ARS,F,0.38,0.19,6.1,4.0,9.7,611,10.8,12.8,178721,24,
,M,Salah,LIV,M,0.28,0.28,5.6,5.6,4.3,761,12.9,32.7,171953,9,
,A,Martial,MUN,M,0.45,0.75,5.3,7.5,10.0,348,7.3,3.6,158844,76,
m,R,Pereyra,WAT,M,0.46,0.46,4.9,4.9,4.0,788,6.3,15.7,127176,14,
,M,Özil,ARS,M,0.46,0.46,5.9,5.9,7.3,589,8.4,6.2,122508,34,
m,B,Mendy,MCI,D,0.92,0.92,7.8,7.8,5.0,540,6.3,17.0,104804,11,
o,A,Robertson,LIV,D,0.67,0.67,6.3,6.3,5.3,810,6.4,30.6,97803,6,
o,C,Wilson,BOU,F,0.55,0.55,5.6,5.6,6.7,787,6.5,24.7,79763,6,
m,A,Lacazette,ARS,F,0.37,0.54,5.6,7.3,6.3,625,9.8,15.4,65446,7,
o,R,Fraser,BOU,M,0.62,0.62,5.7,5.7,3.3,771,6.0,22.3,61036,5,
o,M,Doherty,WOL,D,0.73,0.73,5.6,5.6,9.3,769,4.9,16.3,60111,6,
,F,Fernandinho,MCI,M,0.39,0.39,4.1,4.1,6.7,793,5.4,5.0,48014,17,
,E,Capoue,WAT,M,0.32,0.32,3.6,3.6,5.0,810,5.0,1.3,46637,62,
,H,Bellerín,ARS,D,0.35,0.35,3.9,3.9,6.7,810,5.4,11.6,46177,7,
m,A,Schürrle,FUL,M,0.32,0.37,3.9,4.2,5.0,686,6.0,6.1,44427,13,
m,J,Gomez,LIV,D,0.45,0.55,4.3,4.8,4.7,755,5.1,4.1,44324,19,
,A,Alisson,LIV,G,0.54,0.54,5.0,5.0,5.0,810,5.6,20.5,43080,4,
,A,Rüdiger,CHE,D,0.51,0.51,5.0,5.0,6.3,788,5.9,3.2,38789,21,
,V,van Dijk,LIV,D,0.41,0.41,4.4,4.4,5.3,774,5.9,15.1,37541,4,
m,S,Duffy,BHA,D,0.51,0.51,4.3,4.3,4.0,810,4.5,4.7,32020,12,
m,R,Barkley,CHE,M,0.25,0.65,3.4,5.7,6.7,298,5.7,1.3,31277,42,
m,M,Arnautovic,WHU,F,0.4,0.4,4.8,4.8,3.0,629,7.0,17.2,27628,3,
,D,Lovren,LIV,D,1.43,1.43,9.0,9.0,6.0,180,4.9,2.3,27519,21,
o,J,Maddison,LEI,M,0.41,0.41,4.9,4.9,3.3,713,7.0,18.5,26652,2,
m,M,Ryan,BHA,G,0.42,0.42,3.9,3.9,7.7,810,4.5,4.2,24703,10,
,W,Willian,CHE,M,0.28,0.23,4.1,3.7,4.0,550,7.4,6.2,23601,7,
,A,Doucouré,WAT,M,0.31,0.31,3.8,3.8,4.3,810,5.9,1.8,20078,19,
m,A,Laporte,MCI,D,0.57,0.57,5.3,5.3,6.0,810,5.8,8.9,18829,4,
,B,Kayal,BHA,M,0.27,0.41,3.2,3.8,4.7,340,4.4,0.6,17822,51,
m,R,Patrício,WOL,G,0.59,0.59,4.7,4.7,6.7,810,4.6,10.7,17774,3,
,D,David Silva,MCI,M,0.4,0.4,5.4,5.4,5.0,583,8.5,7.3,17328,4,
,R,Mahrez,MCI,M,0.15,0.17,3.3,3.5,4.0,409,8.6,2.2,13336,10,
m,A,Mitrovic,FUL,F,0.46,0.46,5.2,5.2,2.7,810,6.9,26.6,12386,1,
,E,Lamela,TOT,M,0.59,1.41,5.8,11.0,4.0,162,6.4,0.8,11879,26,
,V,Camarasa,CAR,M,0.29,0.27,3.3,3.2,3.7,687,4.5,0.7,11391,28,
,M,Keane,EVE,D,0.73,0.73,5.6,5.6,7.0,630,4.9,1.6,11383,12,
,S,Vokes,BUR,F,0.19,0.49,3.0,4.6,6.3,477,5.3,1.1,8473,13,
,J,Murphy,CAR,M,0.33,0.54,3.6,4.6,5.7,470,4.8,0.5,8451,29,
o,B,Foster,WAT,G,0.16,0.16,2.7,2.7,2.7,810,4.5,4.2,8142,3,
,K,Kepa,CHE,G,0.38,0.38,4.1,4.1,4.3,810,5.5,5.4,7963,3,
,B,Reid,CAR,F,0.17,0.38,2.9,4.0,4.3,461,5.2,0.4,7630,33,
,D,David Luiz,CHE,D,0.33,0.33,3.8,3.8,3.3,810,5.5,4.6,7185,3,
,A,Gray,WAT,F,0.22,0.27,3.3,3.6,1.3,596,6.0,1.4,7084,9,
,P,Højbjerg,SOU,M,0.38,0.38,3.7,3.7,2.0,616,4.5,5.7,5697,2,
,L,Dunk,BHA,D,0.11,0.16,2.5,2.7,5.0,649,4.4,1.4,5539,7,
,D,Ings,SOU,F,0.32,0.37,3.8,4.1,1.7,610,5.6,5.7,5229,2,
,M,Rashford,MUN,F,0.03,0.15,2.2,3.0,4.0,304,6.7,4.3,4820,2,
,B,Chilwell,LEI,D,0.14,0.14,2.7,2.7,3.3,810,5.0,0.9,4672,9,
,C,Cédric,SOU,D,0.18,0.18,2.8,2.8,3.3,775,4.4,4.7,4650,2,
m,H,Maguire,LEI,D,0.4,0.4,4.2,4.2,6.7,810,5.5,15.8,4501,0,
,C,Cathcart,WAT,D,0.24,0.24,3.1,3.1,1.3,807,4.5,1.1,4432,7,
,R,Kenedy,NEW,M,0.1,0.14,2.5,2.7,4.0,591,4.9,1.2,4310,6,
,P,Zabaleta,WHU,D,0.3,0.3,3.3,3.3,4.0,540,4.3,2.6,4305,3,
o,J,Vardy,LEI,F,0.26,0.22,4.3,4.0,4.0,518,9.0,4.8,3193,1,
,E,Dier,TOT,M,0.21,0.21,3.0,3.0,4.7,691,4.8,2.2,3064,2,
,J,Mata,MUN,M,0.19,0.53,3.2,5.3,4.0,326,6.2,1.2,2622,4,
,N,Aké,BOU,D,0.36,0.36,3.8,3.8,4.7,810,5.0,4.5,2229,1,
