W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,102700
,H,Lloris,TOT,G,0.67,0.67,5.6,5.6,5.7,450,5.4,4.2,-836,0,
,E,Ederson,MCI,G,0.6,0.6,5.4,5.4,6.3,810,5.7,25.4,547,0,
m,R,Patrício,WOL,G,0.59,0.59,4.7,4.7,6.7,810,4.6,10.7,17774,3,
,A,Alisson,LIV,G,0.54,0.54,5.0,5.0,5.0,810,5.6,20.5,43080,4,
,W,Hennessey,CRY,G,0.52,0.52,4.4,4.4,1.7,810,4.6,7.2,-25794,-6,
o,J,Hart,BUR,G,0.5,0.5,4.3,4.3,2.0,810,4.6,9.1,-14182,-3,
,N,Etheridge,CAR,G,0.48,0.48,4.2,4.2,1.7,810,4.6,6.7,-16936,-4,
m,M,Ryan,BHA,G,0.42,0.42,3.9,3.9,7.7,810,4.5,4.2,24703,10,
,A,McCarthy,SOU,G,0.4,0.4,3.8,3.8,3.3,810,4.5,3.7,1175,1,
,J,Pickford,EVE,G,0.39,0.39,3.9,3.9,7.7,810,4.9,13.5,138,0,
,K,Kepa,CHE,G,0.38,0.38,4.1,4.1,4.3,810,5.5,5.4,7963,3,
,L,Fabianski,WHU,G,0.38,0.38,3.7,3.7,2.7,810,4.5,13.3,-1527,0,
~,~,~~~~~~~~,~~~~,~,~~~~,0.37,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,P,Cech,ARS,G,0.28,0.36,3.4,3.8,0.3,585,5.0,1.6,-2717,-3,
,A,Begovic,BOU,G,0.31,0.31,3.4,3.4,5.7,810,4.5,4.4,561,0,
,M,Dubravka,NEW,G,0.26,0.26,3.3,3.3,2.3,810,5.0,0.5,-800,-3,
,J,Lössl,HUD,G,0.23,0.23,3.0,3.0,2.0,617,4.4,1.4,794,1,
o,B,Foster,WAT,G,0.16,0.16,2.7,2.7,2.7,810,4.5,4.2,8142,3,
,K,Schmeichel,LEI,G,0.14,0.14,2.7,2.7,3.7,810,5.0,5.1,-2503,-1,
,D,De Gea,MUN,G,0.14,0.14,2.8,2.8,2.0,810,5.8,17.6,-31358,-3,
,M,Bettinelli,FUL,G,0.02,0.02,2.1,2.1,0.7,630,4.4,0.6,-886,-3,
