W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,112513
m,R,Sterling,MCI,M,0.58,0.58,8.6,8.6,11.3,931,11.3,12.0,85103,12,
m,T,Alexander-Arnold,LIV,D,0.76,0.76,5.9,5.9,7.3,985,5.1,22.0,72235,6,
m,L,Sané,MCI,M,0.47,0.89,6.3,10.2,8.5,592,9.2,5.2,37091,12,
,D,David Silva,MCI,M,0.47,0.47,6.0,6.0,7.0,922,8.6,10.2,24513,4,
,A,Mitrovic,FUL,F,0.44,0.44,4.9,4.9,4.3,1165,6.6,17.2,24219,2,
m,A,Laporte,MCI,D,0.48,0.48,4.9,4.9,4.0,1170,6.0,15.5,23019,3,
m,G,Murray,BHA,F,0.37,0.48,4.5,5.2,4.8,992,6.7,5.9,16143,5,
,G,Sigurdsson,EVE,M,0.47,0.53,5.5,5.9,6.8,1092,7.4,7.1,14740,4,
m,R,Jiménez,WOL,F,0.42,0.42,4.5,4.5,5.5,1069,5.9,14.7,12732,1,
m,F,Felipe Anderson,WHU,M,0.32,0.32,4.2,4.2,6.8,1057,6.9,5.8,11825,3,
o,A,Robertson,LIV,D,0.69,0.69,6.5,6.5,5.3,1080,6.5,33.8,8353,0,
o,A,Wan-Bissaka,CRY,D,0.36,0.36,3.5,3.5,2.5,1064,4.2,26.6,8227,1,
,L,Dunk,BHA,D,0.36,0.4,3.6,3.8,5.8,1009,4.5,4.3,8138,3,
,M,Keane,EVE,D,0.64,0.64,5.2,5.2,4.5,990,5.0,3.8,6584,3,
,K,Walker,MCI,D,0.54,0.54,5.5,5.5,4.0,990,6.5,14.2,6114,1,
,V,van Dijk,LIV,D,0.4,0.4,4.4,4.4,4.3,1134,6.0,17.4,4478,0,
,A,Schürrle,FUL,M,0.29,0.32,3.7,3.9,3.3,1016,5.9,4.9,4220,1,
,B,Alli,TOT,M,0.29,0.43,4.6,5.8,4.3,552,8.9,2.7,4177,3,
,W,Zaha,CRY,F,0.24,0.24,3.6,3.6,2.3,990,6.7,13.6,4112,1,
,R,Firmino,LIV,F,0.23,0.25,4.1,4.3,4.5,1004,9.2,17.2,3958,0,
,W,Hennessey,CRY,G,0.49,0.49,4.2,4.2,3.8,1170,4.5,6.0,3879,1,
,C,Paterson,CAR,M,0.33,0.44,3.7,4.3,5.8,785,5.2,1.1,3283,5,
,J,Pickford,EVE,G,0.55,0.55,4.7,4.7,6.5,1170,4.9,15.5,2894,0,
,H,Kane,TOT,F,0.26,0.26,5.2,5.2,5.0,1161,12.3,22.1,2348,0,
,L,Digne,EVE,D,0.31,0.37,3.5,3.8,4.0,889,4.9,3.0,1911,1,
,P,van Aanholt,CRY,D,0.3,0.3,3.6,3.6,2.5,1170,5.4,3.7,1883,1,
,S,Armstrong,SOU,M,0.14,0.78,2.7,6.0,4.5,304,5.1,0.1,1853,31,
,V,Camarasa,CAR,M,0.18,0.18,2.8,2.8,1.8,1041,4.5,1.7,1595,2,
,R,Sessegnon,FUL,M,0.18,0.25,3.1,3.5,3.8,1007,6.0,2.5,1539,1,
,S,Coleman,EVE,D,0.35,0.35,3.8,3.8,5.8,810,5.2,1.5,1476,2,
,C,Azpilicueta,CHE,D,0.35,0.35,4.2,4.2,5.0,1170,6.3,9.8,1376,0,
,J,Foyth,TOT,D,0.74,0.74,5.7,5.7,5.7,270,5.0,0.5,1335,5,
o,M,Doherty,WOL,D,0.45,0.45,4.2,4.2,1.3,1129,4.9,17.4,1215,0,
,D,Brooks,BOU,M,0.35,0.35,3.8,3.8,4.3,885,5.1,2.8,1202,1,
