W,I,web_name        ,team,T,VA/M ,VA/ML,p/g,p/gl,form,min,price,%   ,txn    ,gf ,092121
o,E,Hazard          ,CHE ,M,0.68 ,0.69 ,9.4,9.5 ,13.0,306,10.9 ,32.7,531239 ,29 ,      
o,R,Fraser          ,BOU ,M,1.0  ,0.55 ,7.8,5.2 ,7.3 ,450,5.8  ,14.8,504298 ,61 ,      
m,R,Richarlison     ,EVE ,M,0.76 ,1.44 ,7.0,11.5,-0.7,210,6.6  ,16.1,151093 ,17 ,      
m,A,Mitrovic        ,FUL ,F,0.61 ,0.75 ,6.2,7.2 ,7.7 ,450,6.9  ,23.8,150329 ,11 ,      
 ,J,Holebas         ,WAT ,D,0.98 ,1.33 ,6.8,8.5 ,6.3 ,443,4.9  ,19.0,148461 ,14 ,      
 ,R,Lukaku          ,MUN ,F,0.34 ,0.48 ,5.8,7.3 ,6.7 ,383,11.1 ,11.2,144889 ,23 ,      
o,A,Wan-Bissaka     ,CRY ,D,0.67 ,0.31 ,4.8,3.3 ,3.0 ,344,4.2  ,25.8,135751 ,9  ,      
m,J,Maddison        ,LEI ,M,0.48 ,0.37 ,5.2,4.5 ,5.0 ,392,6.7  ,7.0 ,135018 ,34 ,      
 ,L,Lucas Moura     ,TOT ,M,0.57 ,0.7  ,6.2,7.2 ,7.3 ,427,7.4  ,22.3,131193 ,10 ,      
o,M,Alonso          ,CHE ,D,1.04 ,1.3  ,9.2,11.0,7.3 ,450,6.9  ,44.1,108226 ,4  ,      
o,A,Robertson       ,LIV ,D,0.77 ,0.97 ,6.8,8.0 ,5.3 ,450,6.2  ,25.5,107337 ,7  ,      
m,W,Zaha            ,CRY ,F,0.4  ,0.29 ,4.8,4.0 ,4.0 ,360,7.0  ,25.2,96910  ,7  ,      
m,W,Hennessey       ,CRY ,G,0.74 ,0.7  ,5.4,5.2 ,5.3 ,450,4.6  ,6.2 ,83916  ,24 ,      
 ,D,David Silva     ,MCI ,M,0.44 ,0.23 ,5.8,4.0 ,4.7 ,332,8.6  ,8.9 ,70159  ,14 ,      
 ,K,Walker          ,MCI ,D,0.66 ,0.66 ,6.3,6.3 ,6.0 ,360,6.5  ,11.9,69792  ,10 ,      
 ,P,Højbjerg        ,SOU ,M,0.91 ,0.45 ,6.0,4.0 ,6.0 ,256,4.4  ,2.7 ,66545  ,44 ,      
m,W,Boly            ,WOL ,D,0.67 ,0.56 ,5.0,4.5 ,7.7 ,450,4.5  ,3.6 ,63233  ,31 ,      
 ,S,Mané            ,LIV ,M,0.62 ,0.78 ,8.2,9.8 ,5.0 ,430,10.0 ,42.6,59949  ,2  ,      
 ,J,King            ,BOU ,F,0.48 ,0.24 ,5.0,3.5 ,7.3 ,432,6.3  ,4.8 ,58955  ,22 ,      
 ,A,Laporte         ,MCI ,D,0.5  ,0.45 ,4.8,4.5 ,5.3 ,450,5.6  ,4.5 ,55510  ,22 ,      
 ,T,Alexander-Arnold,LIV ,D,0.52 ,0.44 ,4.6,4.2 ,4.3 ,445,5.0  ,16.7,51900  ,6  ,      
 ,K,Trippier        ,TOT ,D,0.67 ,0.95 ,6.0,7.7 ,4.3 ,345,6.0  ,25.8,48097  ,3  ,      
 ,E,Ederson         ,MCI ,G,0.5  ,0.39 ,4.8,4.2 ,3.7 ,450,5.6  ,23.8,44475  ,3  ,      
o,C,Wilson          ,BOU ,F,0.57 ,0.63 ,5.6,6.0 ,4.7 ,450,6.3  ,19.1,40620  ,4  ,      
 ,L,Shaw            ,MUN ,D,0.65 ,0.63 ,5.3,5.2 ,2.0 ,360,5.1  ,10.0,40136  ,7  ,      
m,M,Doherty         ,WOL ,D,0.45 ,0.0  ,4.0,2.0 ,6.7 ,428,4.4  ,1.8 ,39989  ,39 ,      
 ,R,Bennett         ,WOL ,D,0.24 ,0.05 ,3.0,2.2 ,4.3 ,450,4.1  ,10.3,30854  ,5  ,      
 ,J,Milner          ,LIV ,M,0.56 ,0.7  ,5.2,6.0 ,3.0 ,426,5.7  ,6.8 ,29759  ,8  ,      
 ,A,Lacazette       ,ARS ,F,0.28 ,1.06 ,4.6,12.0,7.0 ,276,9.4  ,4.4 ,27100  ,11 ,      
 ,T,Deeney          ,WAT ,F,0.49 ,0.62 ,5.0,5.8 ,3.7 ,448,6.1  ,6.4 ,25864  ,7  ,      
m,C,Smalling        ,MUN ,D,0.69 ,0.34 ,6.0,4.0 ,6.0 ,270,5.8  ,2.1 ,25077  ,21 ,      
o,J,Hart            ,BUR ,G,0.62 ,0.71 ,4.8,5.2 ,5.0 ,450,4.5  ,7.2 ,24275  ,6  ,      
 ,J,Gomez           ,LIV ,D,0.55 ,0.69 ,4.8,5.5 ,4.0 ,450,5.1  ,3.3 ,21071  ,11 ,      
 ,O,Giroud          ,CHE ,F,0.26 ,-0.26,4.0,0.0 ,5.0 ,159,7.8  ,2.7 ,19785  ,13 ,      
 ,G,Xhaka           ,ARS ,M,0.23 ,0.06 ,3.2,2.3 ,5.0 ,384,5.3  ,3.1 ,18795  ,11 ,      
 ,N,Etheridge       ,CAR ,G,0.96 ,1.26 ,6.4,7.8 ,3.3 ,450,4.6  ,8.0 ,18727  ,4  ,      
 ,P,Billing         ,HUD ,M,0.31 ,0.4  ,3.4,3.8 ,4.7 ,450,4.5  ,2.8 ,17681  ,11 ,      
m,R,Jiménez         ,WOL ,F,0.36 ,0.18 ,4.0,3.0 ,4.0 ,431,5.5  ,5.1 ,16651  ,6  ,      
m,R,Sterling        ,MCI ,M,0.44 ,0.39 ,6.8,6.3 ,6.7 ,333,11.0 ,3.0 ,15280  ,9  ,      
 ,M,Fellaini        ,MUN ,M,0.16 ,0.2  ,2.8,3.0 ,3.0 ,245,5.0  ,0.9 ,14940  ,29 ,      
 ,W,Willian         ,CHE ,M,0.32 ,0.23 ,4.4,3.7 ,4.7 ,242,7.4  ,6.1 ,14459  ,4  ,      
 ,L,Sané            ,MCI ,M,0.2  ,-0.22,3.8,0.0 ,3.3 ,120,9.2  ,4.1 ,13719  ,6  ,      
 ,A,Gray            ,WAT ,F,0.33 ,0.17 ,4.0,3.0 ,4.0 ,371,6.0  ,0.9 ,13097  ,26 ,      
 ,R,Patrício        ,WOL ,G,0.4  ,0.27 ,3.8,3.2 ,5.3 ,450,4.5  ,6.3 ,12929  ,4  ,      
 ,A,Yarmolenko      ,WHU ,M,0.18 ,-0.29,3.2,0.0 ,5.0 ,187,6.8  ,0.8 ,11948  ,27 ,      
 ,G,Wijnaldum       ,LIV ,M,0.36 ,0.15 ,4.0,2.8 ,4.7 ,450,5.5  ,0.9 ,11916  ,24 ,      
 ,M,Özil            ,ARS ,M,0.24 ,0.0  ,4.0,2.0 ,4.0 ,330,8.3  ,2.9 ,10678  ,7  ,      
 ,S,Duffy           ,BHA ,D,0.58 ,0.18 ,4.6,2.8 ,5.0 ,450,4.5  ,3.0 ,10259  ,6  ,      
 ,S,Bamba           ,CAR ,D,0.53 ,0.44 ,4.4,4.0 ,5.0 ,450,4.5  ,1.3 ,9815   ,13 ,      
 ,S,Steve Cook      ,BOU ,D,0.57 ,0.76 ,4.6,5.5 ,1.0 ,450,4.6  ,9.8 ,7886   ,1  ,      
o,A,Adam Smith      ,BOU ,D,0.22 ,0.0  ,3.0,2.0 ,2.3 ,409,4.5  ,0.8 ,7515   ,17 ,      
 ,A,Alisson         ,LIV ,G,0.5  ,0.62 ,4.8,5.5 ,3.7 ,450,5.6  ,19.0,7391   ,1  ,      
 ,R,Pereyra         ,WAT ,M,0.63 ,0.79 ,6.0,7.0 ,4.0 ,446,6.3  ,16.6,7008   ,1  ,      
 ,J,Seri            ,FUL ,M,0.41 ,0.56 ,4.2,5.0 ,5.7 ,406,5.4  ,3.9 ,6888   ,3  ,      
 ,C,Cathcart        ,WAT ,D,0.53 ,0.71 ,4.4,5.2 ,4.7 ,447,4.5  ,1.0 ,6833   ,12 ,      
m,R,Pereira         ,LEI ,D,0.47 ,0.55 ,4.4,4.8 ,2.0 ,450,5.1  ,5.3 ,6271   ,2  ,      
 ,M,Bettinelli      ,FUL ,G,0.3  ,0.34 ,3.3,3.5 ,3.3 ,270,4.4  ,0.5 ,6103   ,22 ,      
 ,J,Joselu          ,NEW ,F,0.28 ,0.3  ,3.4,3.5 ,3.3 ,283,5.0  ,5.4 ,5559   ,2  ,      
 ,M,Sakho           ,CRY ,D,0.4  ,0.2  ,4.0,3.0 ,4.0 ,450,5.0  ,1.7 ,4953   ,5  ,      
 ,A,Doucouré        ,WAT ,M,0.31 ,0.14 ,3.8,2.8 ,3.3 ,450,5.9  ,1.7 ,4949   ,5  ,      
m,A,Schürrle        ,FUL ,M,0.27 ,0.51 ,3.6,5.0 ,5.0 ,326,5.9  ,5.2 ,4909   ,2  ,      
 ,D,Ward            ,CAR ,M,0.18 ,1.11 ,2.8,7.0 ,3.3 ,218,4.5  ,0.5 ,3853   ,14 ,      
 ,V,Lindelöf        ,MUN ,D,0.08 ,0.2  ,2.4,3.0 ,3.0 ,392,4.9  ,1.1 ,3570   ,6  ,      
 ,B,Chilwell        ,LEI ,D,0.08 ,0.2  ,2.4,3.0 ,1.0 ,450,5.0  ,0.8 ,3159   ,7  ,      
 ,J,Jonny           ,WOL ,D,0.41 ,0.27 ,3.8,3.2 ,5.7 ,429,4.4  ,0.7 ,2956   ,7  ,      
 ,V,Camarasa        ,CAR ,M,0.29 ,0.38 ,3.3,3.7 ,3.7 ,327,4.5  ,0.4 ,2840   ,13 ,      
 ,A,Begovic         ,BOU ,G,0.18 ,0.22 ,2.8,3.0 ,1.7 ,450,4.5  ,4.7 ,2645   ,1  ,      
 ,W,Hughes          ,WAT ,M,0.28 ,0.36 ,3.4,3.8 ,2.0 ,427,5.0  ,1.6 ,2554   ,3  ,      
 ,G,Murray          ,BHA ,F,0.52 ,0.49 ,5.4,5.2 ,6.7 ,450,6.5  ,2.2 ,2496   ,2  ,      
 ,A,Valencia        ,MUN ,D,0.11 ,0.23 ,2.7,3.5 ,2.7 ,270,6.5  ,0.8 ,2191   ,5  ,      
~,~,~~~~~~~~        ,~~~~,~,~~~~ ,~~~~~,~~~,~~~~,~~~~,~~~,~~~~~,~   ,1859.94,~~ ,~~~~~~
 ,N,Monreal         ,ARS ,D,0.24 ,0.31 ,3.3,3.7 ,4.0 ,360,5.5  ,1.9 ,1479   ,1  ,      
 ,K,McDonald        ,FUL ,M,-0.05,-0.07,1.8,1.7 ,2.0 ,360,4.4  ,0.4 ,1387   ,6  ,      
 ,L,Vietto          ,FUL ,F,0.27 ,0.64 ,3.5,5.5 ,4.3 ,250,5.5  ,0.8 ,1362   ,3  ,      
 ,C,Clark           ,NEW ,D,0.22 ,0.04 ,3.0,2.2 ,2.7 ,395,4.5  ,0.3 ,1151   ,7  ,      
 ,S,Long            ,SOU ,F,-0.04,0.0  ,1.8,2.0 ,2.0 ,253,4.8  ,1.3 ,1004   ,1  ,      
 ,M,Albrighton      ,LEI ,M,0.25 ,-0.09,3.3,1.5 ,4.0 ,171,5.3  ,0.6 ,920    ,3  ,      
 ,D,Yedlin          ,NEW ,D,0.18 ,0.29 ,2.8,3.3 ,3.3 ,360,4.5  ,1.0 ,736    ,1  ,      
 ,F,Fernández       ,NEW ,D,0.0  ,-0.34,2.0,0.5 ,2.0 ,270,4.4  ,0.2 ,289    ,3  ,      
 ,C,Coady           ,WOL ,D,0.31 ,0.18 ,3.4,2.8 ,5.0 ,450,4.5  ,0.5 ,98     ,0  ,      
 ,E,Capoue          ,WAT ,M,0.08 ,0.16 ,2.4,2.8 ,2.7 ,450,5.0  ,0.4 ,-47    ,0  ,      
 ,C,Taylor          ,BUR ,D,-0.23,-0.23,1.0,1.0 ,1.0 ,270,4.4  ,0.2 ,-93    ,-1 ,      
 ,D,Brooks          ,BOU ,M,0.1  ,0.06 ,2.5,2.3 ,1.7 ,274,5.0  ,0.1 ,-96    ,-2 ,      
 ,M,Noble           ,WHU ,M,0.14 ,-0.1 ,2.7,1.5 ,1.7 ,236,4.9  ,0.3 ,-103   ,-1 ,      
