W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,091419
,K,Trippier,TOT,D,0.95,1.5,7.7,11.0,7.7,255,6.0,24.9,31351,2,
o,M,Alonso,CHE,D,1.32,1.43,11.0,11.7,11.0,360,6.8,41.4,294458,13,
m,J,Holebas,WAT,D,1.35,1.25,8.5,8.0,7.0,360,4.8,15.7,285406,33,
,S,Steve Cook,BOU,D,0.76,1.09,5.5,7.0,5.3,360,4.6,9.5,28965,5,
o,B,Mendy,MCI,D,0.94,1.09,8.0,9.0,5.7,360,6.4,37.5,158287,8,
o,A,Robertson,LIV,D,0.98,0.98,8.0,8.0,7.0,360,6.1,23.4,99341,8,
m,J,Tarkowski,BUR,D,0.6,0.86,5.0,6.3,4.3,360,5.0,9.5,-23421,-4,
,N,Aké,BOU,D,0.56,0.8,4.8,6.0,3.7,360,5.0,4.6,264,0,
,M,Keane,EVE,D,0.76,0.76,5.7,5.7,4.0,270,4.9,1.4,-17299,-22,
,J,Stankovic,HUD,D,0.75,0.75,5.0,5.0,1.7,90,4.0,3.4,-8554,-5,
o,A,Wan-Bissaka,CRY,D,0.32,0.73,3.3,5.0,-0.7,254,4.1,23.2,32946,3,
,J,Vertonghen,TOT,D,0.5,0.72,5.0,6.3,3.0,360,6.0,10.0,-37383,-7,
,J,Gomez,LIV,D,0.7,0.7,5.5,5.5,5.3,360,5.0,2.8,23746,15,
,S,Bamba,CAR,D,0.44,0.67,4.0,5.0,5.0,360,4.5,1.1,-2874,-5,
,J,Bennett,CAR,D,0.62,0.67,4.8,5.0,6.0,360,4.5,0.9,8352,17,
,L,Shaw,MUN,D,0.65,0.65,5.3,5.3,3.3,360,5.1,9.1,-918,0,
,N,Monreal,ARS,D,0.31,0.64,3.7,5.5,3.7,270,5.5,1.9,-375,0,
,J,Evans,LEI,D,0.61,0.61,5.0,5.0,1.7,90,4.9,0.3,-1811,-11,
,J,Schlupp,CRY,D,0.44,0.6,4.0,4.7,1.7,321,4.5,4.4,-6921,-3,
,A,Laporte,MCI,D,0.45,0.6,4.5,5.3,4.0,360,5.5,3.3,9937,5,
,D,Janmaat,WAT,D,0.46,0.6,4.3,5.0,3.3,360,5.0,0.6,-510,-2,
m,R,Pereira,LEI,D,0.55,0.55,4.8,4.8,5.0,360,5.1,5.2,-10558,-4,
,J,Stones,MCI,D,0.36,0.55,4.0,5.0,1.3,270,5.5,8.6,-37225,-8,
,R,Bertrand,SOU,D,0.6,0.54,5.0,4.7,4.7,360,5.0,6.1,11625,3,
,V,van Dijk,LIV,D,0.55,0.53,5.3,5.2,5.0,360,6.0,17.5,-57521,-6,
,B,Ecuele Manga,CAR,D,0.33,0.51,3.5,4.3,4.3,360,4.5,0.2,-254,-2,
,J,Lascelles,NEW,D,0.27,0.51,3.3,4.5,3.0,270,4.9,5.4,-24142,-8,
,D,Rose,TOT,D,0.17,0.51,3.0,5.0,2.0,82,5.9,0.9,-2057,-4,
,S,Aurier,TOT,D,0.17,0.51,3.0,5.0,0.3,104,5.9,0.8,-3863,-9,
,S,Morrison,CAR,D,0.46,0.46,4.3,4.3,5.3,360,5.0,0.5,-1513,-5,
,T,Alexander-Arnold,LIV,D,0.46,0.44,4.3,4.2,4.0,356,5.0,15.8,-54743,-6,
,B,Mee,BUR,D,0.26,0.4,3.3,4.0,1.7,360,5.0,3.6,-25822,-13,
,H,Maguire,LEI,D,0.42,0.4,4.3,4.2,5.3,360,5.5,15.4,-14963,-2,
,K,Walker,MCI,D,0.66,0.38,6.3,4.5,4.0,270,6.5,10.4,4868,1,
m,P,van Aanholt,CRY,D,0.24,0.36,3.3,4.0,0.7,360,5.5,4.8,-29232,-11,
,J,Tomkins,CRY,D,0.34,0.34,3.5,3.5,0.3,180,4.4,4.5,-65998,-26,
,M,Sakho,CRY,D,0.2,0.34,3.0,3.7,1.7,360,5.0,1.5,-5940,-7,
,T,Alderweireld,TOT,D,0.17,0.34,3.0,4.0,3.0,260,5.9,2.6,-6618,-5,
,A,Rüdiger,CHE,D,0.42,0.33,4.5,4.0,3.0,360,6.0,2.8,-1072,-1,
,M,Zanka,HUD,D,0.16,0.33,2.7,3.5,2.3,270,4.5,5.0,-20740,-7,
,C,Azpilicueta,CHE,D,0.39,0.31,4.5,4.0,4.0,360,6.4,12.1,-32515,-5,
,J,Vestergaard,SOU,D,0.41,0.31,4.0,3.5,2.0,270,4.9,0.4,-495,-2,
,S,Duffy,BHA,D,0.18,0.29,2.8,3.3,3.3,360,4.5,2.8,-9388,-6,
,C,Cathcart,WAT,D,0.73,0.29,5.3,3.3,5.0,360,4.5,0.8,26312,59,
,C,Kabasele,WAT,D,0.22,0.29,3.0,3.3,2.0,360,4.5,0.7,-2803,-7,
,W,Boly,WOL,D,0.56,0.29,4.5,3.3,5.7,360,4.5,2.3,25556,20,
,D,Sánchez,TOT,D,0.12,0.25,2.7,3.5,1.0,242,5.9,2.0,-9294,-8,
,J,Stephens,SOU,D,0.22,0.22,3.0,3.0,0.0,180,4.5,0.3,-2180,-13,
,B,Chilwell,LEI,D,0.2,0.2,3.0,3.0,3.7,360,5.0,0.7,2252,6,
,C,Daniels,BOU,D,0.16,0.16,2.7,2.7,1.0,270,4.5,10.1,-133229,-24,
,C,Clark,NEW,D,0.07,0.16,2.3,2.7,2.7,350,4.5,0.3,-1002,-6,
,P,Dummett,NEW,D,0.07,0.16,2.3,2.7,2.7,360,4.5,0.2,-765,-7,
,D,David Luiz,CHE,D,0.36,0.13,4.0,2.7,3.7,360,5.5,4.1,8844,4,
,C,Schindler,HUD,D,0.07,0.07,2.3,2.3,3.0,360,4.4,2.3,-5994,-5,
,W,Hoedt,SOU,D,0.29,0.07,3.3,2.3,2.3,360,4.5,0.4,-106,0,
,H,Bellerín,ARS,D,-0.04,0.06,1.8,2.3,2.0,360,5.4,11.0,-59329,-10,
,M,Lowton,BUR,D,0.06,0.06,2.3,2.3,0.3,270,4.9,0.5,-5735,-21,
,S,Ward,BUR,D,0.06,0.06,2.3,2.3,0.3,228,4.9,1.5,-16164,-19,
o,A,Adam Smith,BOU,D,0.0,0.0,2.0,2.0,0.7,319,4.5,0.6,-1418,-4,
,F,Hadergjonaj,HUD,D,-0.04,0.0,1.8,2.0,2.0,345,4.5,0.1,-248,-4,
,M,Darmian,MUN,D,0.0,0.0,2.0,2.0,0.0,90,4.8,0.3,-1795,-11,
,B,Davies,TOT,D,-0.09,0.0,1.5,2.0,1.3,276,5.8,4.0,-38464,-17,
,V,Kompany,MCI,D,-0.13,-0.09,1.3,1.5,1.3,181,5.4,1.8,-8698,-9,
,E,Bailly,MUN,D,-0.13,-0.09,1.3,1.5,0.7,181,5.4,2.4,-21292,-16,
,V,Lindelöf,MUN,D,0.1,-0.1,2.5,1.5,2.7,302,4.9,1.0,358,1,
~,~,~~~~~~~~,~~~~,~,~~~~,-0.1,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,M,Montoya,BHA,D,-0.16,-0.11,1.3,1.5,1.3,270,4.5,0.2,-665,-6,
,M,Holgate,EVE,D,-0.22,-0.11,1.0,1.5,1.3,317,4.5,0.3,-609,-4,
,D,Yedlin,NEW,D,0.29,-0.11,3.3,1.5,3.0,270,4.5,1.0,3174,6,
,L,Baines,EVE,D,-0.13,-0.13,1.3,1.3,1.3,284,5.4,1.3,-9478,-13,
,S,Coleman,EVE,D,-0.09,-0.13,1.5,1.3,1.7,360,5.4,1.6,-32731,-37,
,J,Bryan,FUL,D,-0.14,-0.14,1.3,1.3,0.7,225,5.0,0.1,-880,-16,
,G,Bong,BHA,D,-0.16,-0.16,1.3,1.3,1.3,334,4.5,0.2,-496,-4,
,M,Le Marchand,FUL,D,-0.22,-0.16,1.0,1.3,1.0,360,4.5,0.3,-1702,-10,
,W,Morgan,LEI,D,-0.16,-0.16,1.3,1.3,1.0,270,4.5,1.2,-3260,-5,
,J,Jonny,WOL,D,0.3,-0.16,3.3,1.3,4.0,339,4.4,0.6,6948,21,
,C,Smalling,MUN,D,0.34,-0.17,4.0,1.0,2.7,180,5.8,1.6,-2385,-3,
,A,Young,MUN,D,-0.17,-0.17,1.0,1.0,0.3,90,5.8,1.3,-8146,-11,
,R,Bennett,WOL,D,0.07,-0.17,2.3,1.3,2.7,360,4.1,9.6,82902,15,
,S,Mustafi,ARS,D,0.15,-0.19,2.8,1.0,3.3,360,5.4,1.2,2722,4,
,S,Lichtsteiner,ARS,D,-0.21,-0.21,1.0,1.0,0.0,55,4.8,1.3,-9684,-13,
,F,Schär,NEW,D,-0.21,-0.21,1.0,1.0,0.3,78,4.8,0.2,-1101,-10,
,D,Odoi,FUL,D,-0.22,-0.22,1.0,1.0,0.7,180,4.5,0.1,-472,-8,
,T,Fosu-Mensah,FUL,D,-0.22,-0.22,1.0,1.0,1.0,270,4.5,0.7,-2133,-5,
,T,Kongolo,HUD,D,-0.16,-0.22,1.3,1.0,1.7,360,4.5,0.2,-535,-5,
,C,Coady,WOL,D,0.18,-0.22,2.8,1.0,3.3,360,4.5,0.5,201,1,
,L,Dunk,BHA,D,-0.23,-0.23,1.0,1.0,0.7,199,4.4,1.6,-6377,-7,
,L,Balogun,BHA,D,-0.23,-0.23,1.0,1.0,0.7,160,4.4,0.1,-795,-14,
,C,Taylor,BUR,D,-0.23,-0.23,1.0,1.0,1.0,180,4.4,0.2,-615,-6,
,J,Ward,CRY,D,-0.23,-0.23,1.0,1.0,0.7,101,4.4,0.3,-1451,-9,
,C,Chambers,FUL,D,-0.23,-0.23,1.0,1.0,1.0,201,4.4,1.3,-7814,-11,
,C,Christie,FUL,D,-0.23,-0.23,1.0,1.0,0.3,95,4.4,0.2,-1161,-10,
,S,Sokratis,ARS,D,-0.23,-0.25,0.8,0.7,1.0,360,5.3,1.7,-9602,-10,
,M,Kelly,CRY,D,-0.25,-0.25,1.0,1.0,0.7,180,4.0,6.0,-12001,-4,
,C,Cédric,SOU,D,0.34,-0.3,3.5,0.7,4.3,325,4.4,5.9,28678,9,
,M,Doherty,WOL,D,0.0,-0.3,2.0,0.7,2.3,338,4.4,0.9,6985,14,
,A,Valencia,MUN,D,0.23,-0.31,3.5,0.0,2.3,180,6.5,0.7,1728,4,
,N,Otamendi,MCI,D,-0.32,-0.32,0.0,0.0,0.0,0,6.2,3.2,-25402,-14,
,V,Moses,CHE,D,-0.17,-0.34,1.0,0.0,0.0,9,5.8,2.1,-13133,-11,
,L,Koscielny,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.1,-325,-6,
,Y,Mina,EVE,D,-0.37,-0.37,0.0,0.0,0.0,0,5.4,0.8,-7477,-17,
,J,Dalot,MUN,D,-0.37,-0.37,0.0,0.0,0.0,0,5.4,0.0,-36,0.0,
,G,Cahill,CHE,D,-0.38,-0.38,0.0,0.0,0.0,0,5.3,0.8,-4366,-10,
,A,Christensen,CHE,D,-0.38,-0.38,0.0,0.0,0.0,0,5.2,0.5,-3498,-13,
,D,Zappacosta,CHE,D,-0.38,-0.38,0.0,0.0,0.0,0,5.2,0.2,-904,-8,
,E,Emerson,CHE,D,-0.38,-0.38,0.0,0.0,0.0,0,5.3,0.1,-561,-10,
,D,Danilo,MCI,D,-0.38,-0.38,0.0,0.0,0.0,0,5.2,0.5,-2964,-11,
,F,Delph,MCI,D,-0.38,-0.38,0.0,0.0,0.0,0,5.3,0.2,-1085,-10,
,P,Jones,MUN,D,-0.38,-0.38,0.0,0.0,0.0,57,5.2,0.7,-11346,-29,
,A,Cresswell,WHU,D,-0.19,-0.38,1.0,0.0,0.3,90,5.3,0.9,-5235,-10,
,F,Balbuena,WHU,D,-0.27,-0.39,0.8,0.3,1.3,360,4.4,0.2,-1227,-11,
,K,Zouma,EVE,D,-0.1,-0.4,1.5,0.0,1.0,91,5.0,0.1,407,7,
,A,Mawson,FUL,D,-0.2,-0.4,1.0,0.0,0.3,90,5.0,0.2,-351,-3,
,F,Benkovic,LEI,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-575,0.0,
,C,Söyüncü,LEI,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-197,0.0,
,D,Blind,MUN,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-43,0.0,
,B,Douglas,WOL,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,-159,0.0,
,S,Kolasinac,ARS,D,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.3,-1394,-8,
