W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,091419
,B,Gibson,BUR,D,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.2,-1793,-16,
,D,Lovren,LIV,D,-0.41,-0.41,0.0,0.0,0.0,0,4.9,2.0,-16712,-15,
,J,Matip,LIV,D,-0.2,-0.41,1.0,0.0,0.7,2,4.9,0.1,-71,-1,
,M,Rojo,MUN,D,-0.41,-0.41,0.0,0.0,0.0,0,4.9,0.1,-282,-5,
,K,Mavropanos,ARS,D,-0.42,-0.42,0.0,0.0,0.0,0,4.8,0.1,-684,-12,
,L,Digne,EVE,D,0.42,-0.42,4.0,0.0,2.3,79,4.8,1.5,3195,4,
,R,Fredericks,WHU,D,-0.35,-0.42,0.3,0.0,0.3,270,4.8,0.4,-2556,-11,
,N,Clyne,LIV,D,-0.43,-0.43,0.0,0.0,0.0,0,4.7,0.3,-1717,-10,
,D,Rico,BOU,D,-0.22,-0.44,1.0,0.0,0.3,90,4.5,0.1,2176,39,
,S,Dann,CRY,D,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-56,0.0,
,A,Williams,EVE,D,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-302,-5,
,C,Martina,EVE,D,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.1,-578,-10,
,C,Löwe,HUD,D,0.0,-0.44,2.0,0.0,1.7,250,4.5,0.2,-74,-1,
,E,Durm,HUD,D,-0.22,-0.44,1.0,0.0,0.3,14,4.5,0.1,-391,-7,
,F,Fernández,NEW,D,-0.33,-0.44,0.5,0.0,0.3,180,4.5,0.2,-430,-4,
,W,Reid,WHU,D,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-61,0.0,
,S,Byram,WHU,D,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.0,-162,0.0,
,R,Holding,ARS,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.5,-1821,-7,
,S,Francis,BOU,D,0.0,-0.45,2.0,0.0,0.7,125,4.4,0.4,-985,-4,
,T,Mings,BOU,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.2,-489,-4,
,B,Bruno,BHA,D,-0.23,-0.45,1.0,0.0,0.0,25,4.4,0.1,-769,-14,
,P,Bardsley,BUR,D,-0.45,-0.45,0.0,0.0,0.0,90,4.4,0.1,-527,-9,
,G,Cunningham,CAR,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-308,-6,
,J,Riedewald,CRY,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-260,-5,
,P,Souaré,CRY,D,-0.23,-0.45,1.0,0.0,0.0,1,4.4,0.1,-531,-10,
,P,Jagielka,EVE,D,-1.14,-0.45,-3.0,0.0,0.0,39,4.4,0.7,-5731,-15,
,J,Kenny,EVE,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.2,-629,-6,
,T,Ream,FUL,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.2,-1339,-12,
,R,Klavan,LIV,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-561,-10,
,F,Lejeune,NEW,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.0,-50,0.0,
,J,Manquillo,NEW,D,-0.45,-0.45,0.0,0.0,0.0,45,4.4,0.1,-695,-12,
,M,Targett,SOU,D,0.45,-0.45,4.0,0.0,1.3,17,4.4,0.1,-48,-1,
,K,Walker-Peters,TOT,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.4,-1444,-6,
,Y,Kaboul,WAT,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.2,-530,-5,
,M,Britos,WAT,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-293,-5,
,M,Zeegelaar,WAT,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-317,-6,
,M,Navarro,WAT,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-309,-6,
,A,Ogbonna,WHU,D,-0.45,-0.45,0.0,0.0,0.0,180,4.4,0.6,-4237,-13,
,D,Rice,WHU,D,-0.45,-0.45,0.0,0.0,0.0,45,4.4,0.2,-1009,-9,
,R,Oxford,WHU,D,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.1,-381,-7,
,R,Vinagre,WOL,D,-0.23,-0.45,1.0,0.0,0.7,22,4.4,0.1,-341,-6,
,B,Bernardo,BHA,D,-0.47,-0.47,0.0,0.0,0.0,90,4.3,0.1,-841,-15,
,K,Long,BUR,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.5,-2557,-9,
,C,Fuchs,LEI,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.6,-2818,-8,
,D,Simpson,LEI,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.3,-1227,-7,
,A,Moreno,LIV,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.3,-1475,-9,
,M,Yoshida,SOU,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.8,-4871,-11,
,S,Prödl,WAT,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.1,-576,-10,
,A,Mariappa,WAT,D,-0.23,-0.47,1.0,0.0,0.3,1,4.3,0.1,-500,-9,
,F,Kiko Femenía,WAT,D,-0.23,-0.47,1.0,0.0,0.3,10,4.3,0.3,-2108,-13,
,A,Masina,WAT,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.1,-335,-6,
,P,Zabaleta,WHU,D,-0.47,-0.47,0.0,0.0,0.0,90,4.3,2.0,-13187,-12,
,R,Saïss,WOL,D,-0.47,-0.47,0.0,0.0,0.0,0,4.3,0.1,-769,-14,
,J,Simpson,BOU,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,4.6,-13172,-5,
,G,Halford,CAR,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.0,-84,0.0,
,J,Jach,CRY,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.1,-167,-3,
,T,Browning,EVE,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.0,613,0.0,
,S,Malone,HUD,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,2.3,-13364,-10,
,Y,Benalouane,LEI,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.9,-2686,-5,
,C,Mbemba,NEW,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.1,-622,-11,
,J,Sterry,NEW,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.1,261,5,
,S,McQueen,SOU,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.9,-8470,-17,
,D,Batth,WOL,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,1.3,-11354,-16,
,R,Miranda,WOL,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.1,-246,-4,
,K,Hause,WOL,D,-0.5,-0.5,0.0,0.0,0.0,0,4.0,0.3,40,0,
,M,Suttner,BHA,D,-0.51,-0.51,0.0,0.0,0.0,0,3.9,5.9,-19135,-6,
,E,Schelotto,BHA,D,-0.51,-0.51,0.0,0.0,0.0,0,3.9,1.9,-3519,-3,
,M,Connolly,CAR,D,-0.51,-0.51,0.0,0.0,0.0,0,3.9,1.3,1795,2,
,L,Peltier,CAR,D,-0.51,-0.51,0.0,0.0,0.0,90,3.9,2.6,-21791,-15,
,A,Jazz Richards,CAR,D,-0.51,-0.51,0.0,0.0,0.0,0,3.9,0.7,-1698,-4,
,J,Bednarek,SOU,D,-0.51,-0.51,0.0,0.0,0.0,0,3.9,4.0,-7357,-3,
,T,Smith,HUD,D,-0.68,-0.68,-1.0,-1.0,-0.3,90,4.4,0.1,-250,-4,
,I,Diop,WHU,D,-0.45,-0.91,0.0,-2.0,0.0,180,4.4,0.6,-2429,-7,
