W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,091419
,R,Richarlison,EVE,M,0.76,1.44,7.0,11.5,2.3,210,6.6,13.8,-131308,-17,
m,S,Mané,LIV,M,0.78,0.7,9.8,9.0,7.7,340,10.0,41.4,205093,9,
,R,Pereyra,WAT,M,0.79,1.06,7.0,8.7,4.0,356,6.3,16.2,178513,20,
m,E,Hazard,CHE,M,0.45,0.56,6.8,8.0,7.7,223,10.7,21.8,306780,25,
,L,Lucas Moura,TOT,M,0.73,0.82,7.3,8.0,9.0,337,7.3,19.3,315148,29,
o,T,Walcott,EVE,M,0.57,0.79,5.8,7.3,7.0,320,6.7,12.4,-272400,-39,
,A,Iwobi,ARS,M,0.64,0.91,5.5,7.0,3.7,119,5.5,1.4,-20464,-26,
o,M,Salah,LIV,M,0.37,0.37,6.8,6.8,6.3,336,13.0,50.1,-225911,-8,
m,P,Pedro,CHE,M,0.66,0.69,6.5,6.7,5.7,263,6.8,17.1,283686,30,
,P,Pogba,MUN,M,0.4,0.57,5.3,6.7,3.7,353,8.2,16.9,-40294,-4,
o,R,Fraser,BOU,M,0.59,0.77,5.3,6.3,3.3,360,5.6,5.6,8272,3,
,R,Ghezzal,LEI,M,0.25,0.75,3.3,6.0,3.0,129,5.3,0.4,13870,62,
,J,Milner,LIV,M,0.71,0.71,6.0,6.0,6.0,336,5.6,6.1,73804,22,
,B,Alli,TOT,M,0.31,0.41,4.8,5.7,3.3,349,9.1,5.7,-85728,-27,
,P,Groß,BHA,M,0.12,0.51,2.8,5.5,3.3,217,6.9,4.1,-55685,-24,
o,H,Mkhitaryan,ARS,M,0.32,0.46,4.3,5.3,5.0,271,7.2,17.9,-137720,-14,
,R,Neves,WOL,M,0.54,0.63,4.8,5.3,2.3,360,5.2,25.4,64140,5,
,D,David Silva,MCI,M,0.24,0.35,4.0,5.0,4.0,242,8.5,7.3,25881,6,
,A,Sánchez,MUN,M,0.17,0.29,3.7,5.0,2.0,185,10.2,2.5,-6189,-4,
,J,Mata,MUN,M,0.16,0.48,3.0,5.0,0.3,135,6.3,1.3,-12227,-17,
m,J,Maddison,LEI,M,0.38,0.38,4.5,4.5,5.3,302,6.6,4.1,89679,39,
m,R,Sterling,MCI,M,0.39,0.23,6.3,4.5,4.0,260,11.0,2.5,-2771,-2,
,J,Jorginho,CHE,M,0.38,0.44,4.0,4.3,2.3,360,5.2,14.7,-3849,0,
,J,Seri,FUL,M,0.56,0.43,5.0,4.3,6.0,351,5.4,3.6,72559,36,
,I,Gündogan,MCI,M,0.27,0.42,3.5,4.3,3.7,261,5.5,3.3,-8004,-4,
,W,Hughes,WAT,M,0.36,0.46,3.8,4.3,4.0,337,5.0,1.5,7947,10,
,J,Gudmundsson,BUR,M,0.17,0.34,3.0,4.0,2.0,194,5.9,0.9,-12934,-26,
,J,Hendrick,BUR,M,0.24,0.36,3.3,4.0,3.3,291,5.5,0.2,191,2,
,W,Willian,CHE,M,0.14,0.27,3.0,4.0,2.0,220,7.4,5.8,-32777,-10,
,N,Kanté,CHE,M,0.3,0.4,3.5,4.0,2.0,360,5.0,21.8,-49284,-4,
m,A,Schürrle,FUL,M,0.34,0.34,4.0,4.0,4.7,236,5.9,5.0,59867,21,
,D,Gray,LEI,M,0.36,0.36,4.0,4.0,4.7,333,5.5,2.3,22122,17,
o,B,Bernardo Silva,MCI,M,0.17,0.27,3.3,4.0,1.7,273,7.5,7.9,-101821,-23,
,A,Doucouré,WAT,M,0.14,0.29,2.8,3.7,2.7,360,5.9,1.6,-7600,-9,
,R,Sessegnon,FUL,M,0.05,0.24,2.3,3.5,2.3,197,6.3,4.7,-58752,-22,
,D,Jota,WOL,M,0.13,0.24,2.8,3.5,2.0,286,6.2,2.3,-17420,-14,
,C,Eriksen,TOT,M,0.11,0.14,3.0,3.3,3.3,360,9.4,9.5,-63786,-12,
,E,Capoue,WAT,M,0.16,0.26,2.8,3.3,3.0,360,5.0,0.4,1066,5,
,J,Moutinho,WOL,M,0.24,0.24,3.3,3.3,3.7,354,5.4,1.6,4902,5,
,A,Knockaert,BHA,M,0.33,0.18,3.8,3.0,4.3,329,5.5,0.6,4422,13,
,S,March,BHA,M,0.16,0.2,2.8,3.0,3.0,324,5.0,0.2,152,1,
,J,Murphy,CAR,M,0.06,0.2,2.3,3.0,2.0,194,4.9,0.2,-2115,-19,
,G,Sigurdsson,EVE,M,0.04,0.14,2.3,3.0,2.7,298,7.4,1.5,-4340,-5,
,T,Cairney,FUL,M,0.2,0.2,3.0,3.0,2.3,239,4.9,1.5,-22349,-27,
,R,van La Parra,HUD,M,0.1,0.2,2.5,3.0,1.7,180,4.9,0.1,-80,-1,
,A,Diakhaby,HUD,M,-0.1,0.2,1.5,3.0,1.7,174,4.9,0.0,-185,0.0,
,N,Keita,LIV,M,0.07,0.14,2.5,3.0,2.3,261,7.4,3.7,-36467,-18,
,J,Murphy,NEW,M,-0.06,0.2,1.7,3.0,1.7,101,4.9,0.1,-89,-2,
,M,Lemina,SOU,M,0.2,0.2,3.0,3.0,3.0,360,5.0,0.4,2560,11,
,M,Dembélé,TOT,M,-0.1,0.2,1.5,3.0,1.7,224,4.9,1.4,-3031,-4,
,G,Wijnaldum,LIV,M,0.15,0.15,2.8,2.8,2.7,360,5.5,0.7,-1793,-5,
,J,Ralls,CAR,M,0.1,0.14,2.5,2.7,2.7,360,4.9,0.3,-1451,-9,
,M,Ritchie,NEW,M,0.12,0.12,2.7,2.7,1.0,227,5.9,0.6,-9456,-28,
,F,Felipe Anderson,WHU,M,0.07,0.1,2.5,2.7,2.7,331,6.9,2.3,-11861,-9,
,D,Hoilett,CAR,M,0.0,0.09,2.0,2.5,1.3,262,5.3,0.2,-1127,-10,
,C,Paterson,CAR,M,0.0,0.09,2.0,2.5,1.3,149,5.3,0.1,-653,-12,
,V,Camarasa,CAR,M,0.38,0.11,3.7,2.5,3.7,237,4.5,0.4,10350,46,
,A,Mooy,HUD,M,0.06,0.09,2.3,2.5,1.7,270,5.4,2.3,-10172,-8,
,J,Shelvey,NEW,M,0.09,0.09,2.5,2.5,1.0,180,5.4,0.6,-6899,-21,
,A,Surman,BOU,M,0.06,0.06,2.3,2.3,1.3,255,4.9,0.3,-1521,-9,
,D,Brooks,BOU,M,0.06,0.06,2.3,2.3,1.3,207,5.0,0.1,-458,-8,
,A,Westwood,BUR,M,0.07,0.07,2.3,2.3,2.0,360,4.5,1.9,-1124,-1,
,A,Lennon,BUR,M,0.06,0.06,2.3,2.3,2.0,360,5.0,0.4,-136,-1,
,J,McArthur,CRY,M,0.06,0.06,2.3,2.3,2.0,360,4.9,1.2,-2831,-4,
,A,Townsend,CRY,M,0.05,0.05,2.3,2.3,2.0,326,5.9,1.6,-6967,-8,
,L,Milivojevic,CRY,M,0.05,0.05,2.3,2.3,2.0,360,6.3,4.9,-35925,-13,
,F,Fernandinho,MCI,M,0.06,0.06,2.3,2.3,2.0,360,5.4,4.6,-18383,-7,
,N,Redmond,SOU,M,0.09,0.06,2.5,2.3,2.3,360,5.4,0.4,353,2,
,M,Özil,ARS,M,0.0,0.0,2.0,2.0,1.3,240,8.3,2.7,-13312,-9,
,D,Gosling,BOU,M,-0.04,0.0,1.8,2.0,1.3,360,5.0,0.1,-76,-1,
,D,Pröpper,BHA,M,-0.04,0.0,1.8,2.0,1.7,343,4.9,0.1,-394,-7,
,Y,Bissouma,BHA,M,-0.14,0.0,1.3,2.0,1.0,139,4.9,0.0,-177,0.0,
,J,Cork,BUR,M,0.0,0.0,2.0,2.0,2.0,360,4.9,0.7,-3477,-9,
,H,Arter,CAR,M,-0.06,0.0,1.7,2.0,1.7,270,5.0,0.3,-595,-4,
,N,Mendez-Laing,CAR,M,-0.14,0.0,1.3,2.0,0.7,83,4.9,0.0,-456,0.0,
,R,Barkley,CHE,M,-0.05,0.0,1.7,2.0,0.7,137,5.9,0.4,-3233,-15,
,M,Kovacic,CHE,M,0.0,0.0,2.0,2.0,2.0,186,6.0,1.0,-531,-1,
,M,Schneiderlin,EVE,M,0.07,0.0,2.3,2.0,1.7,203,4.5,2.2,-1848,-2,
,T,Davies,EVE,M,-0.06,0.0,1.7,2.0,1.7,246,5.4,0.2,-496,-4,
,A,Zambo Anguissa,FUL,M,-0.07,0.0,1.7,2.0,1.7,175,4.5,0.1,-415,-7,
,P,Billing,HUD,M,0.4,0.0,3.8,2.0,4.3,360,4.5,2.3,91736,72,
,A,Pritchard,HUD,M,-0.1,0.0,1.5,2.0,0.7,105,4.9,0.1,-389,-7,
,W,Ndidi,LEI,M,0.0,0.0,2.0,2.0,2.0,360,5.0,0.7,-1803,-5,
,A,Silva,LEI,M,-0.1,0.0,1.5,2.0,0.3,87,4.9,0.2,-936,-8,
,N,Mendy,LEI,M,0.0,0.0,2.0,2.0,2.0,270,4.5,1.0,173,0,
,J,Henderson,LIV,M,-0.13,0.0,1.3,2.0,1.3,137,5.3,0.9,-2774,-6,
,N,Matic,MUN,M,0.1,0.0,2.5,2.0,1.7,150,5.0,0.7,3802,10,
,J,Lingard,MUN,M,0.0,0.0,2.0,2.0,2.0,210,6.8,3.3,4097,2,
,F,Fred,MUN,M,0.0,0.0,2.0,2.0,1.3,255,5.8,2.5,-22254,-16,
,M,Diamé,NEW,M,0.0,0.0,2.0,2.0,2.3,360,5.0,0.1,-31,-1,
,S,Ki Sung-yueng,NEW,M,0.0,0.0,2.0,2.0,1.3,180,4.9,0.1,-425,-8,
,J,Ward-Prowse,SOU,M,0.0,0.0,2.0,2.0,0.7,83,5.3,0.3,-1941,-12,
,O,Oriol Romeu,SOU,M,-0.11,0.0,1.5,2.0,1.0,184,4.5,2.2,-10268,-8,
,M,Elyounoussi,SOU,M,0.0,0.0,2.0,2.0,1.7,184,6.4,0.2,544,5,
,E,Dier,TOT,M,0.0,0.0,2.0,2.0,1.7,249,4.9,1.6,-6488,-7,
,M,Sissoko,TOT,M,0.0,0.0,2.0,2.0,0.0,90,5.0,0.1,-1249,-22,
,A,Masuaku,WHU,M,0.0,0.0,2.0,2.0,1.3,270,4.5,2.0,-11916,-11,
,R,Snodgrass,WHU,M,-0.09,0.0,1.5,2.0,1.7,240,5.5,0.1,-632,-11,
,C,Carlos Sánchez,WHU,M,-0.07,0.0,1.7,2.0,1.7,193,4.5,0.3,-568,-3,
,H,Costa,WOL,M,0.0,0.0,2.0,2.0,2.0,257,4.9,0.6,125,0,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,1.73,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,M,Guendouzi,ARS,M,-0.11,-0.07,1.5,1.7,1.3,304,4.5,3.3,-1664,-1,
,D,Stephens,BHA,M,-0.11,-0.07,1.5,1.7,1.7,360,4.5,7.5,-34419,-8,
,I,Gueye,EVE,M,-0.06,-0.06,1.7,1.7,1.0,270,4.9,0.4,-4304,-19,
,A,Ramsey,ARS,M,-0.07,-0.07,1.5,1.5,1.7,255,7.4,1.2,2597,4,
,G,Xhaka,ARS,M,-0.04,-0.09,1.8,1.5,2.0,294,5.3,2.7,-5819,-4,
,K,McDonald,FUL,M,-0.07,-0.11,1.7,1.5,1.3,270,4.4,0.3,-317,-2,
,M,Albrighton,LEI,M,0.06,-0.09,2.3,1.5,2.3,142,5.3,0.6,-2085,-6,
,D,Amartey,LEI,M,-0.16,-0.11,1.3,1.5,1.3,189,4.5,0.3,-801,-5,
,R,Kenedy,NEW,M,-0.14,-0.1,1.3,1.5,0.7,233,5.0,1.3,-6303,-9,
,M,Noble,WHU,M,-0.1,-0.1,1.5,1.5,0.3,166,4.9,0.3,-1324,-8,
,M,Antonio,WHU,M,0.0,-0.07,2.0,1.5,1.7,226,6.9,1.0,-2263,-4,
,J,Wilshere,WHU,M,-0.04,-0.14,1.8,1.3,1.7,333,4.9,2.9,-21982,-14,
,J,Hogg,HUD,M,-0.22,-0.22,1.0,1.0,0.0,152,4.5,0.2,-1281,-11,
,R,Mahrez,MCI,M,-0.08,-0.11,1.3,1.0,1.3,165,8.7,2.1,-17086,-15,
,A,Pereira,MUN,M,-0.21,-0.21,1.0,1.0,0.3,135,4.8,0.3,-3159,-19,
,S,Armstrong,SOU,M,-0.19,-0.19,1.0,1.0,0.7,65,5.3,0.1,-1015,-18,
,M,Elneny,ARS,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,2.3,-7360,-6,
,R,Nelson,ARS,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.6,-6063,-18,
,A,Maitland-Niles,ARS,M,-0.23,-0.45,1.0,0.0,0.0,34,4.4,0.3,-1793,-11,
,L,Torreira,ARS,M,-0.04,-0.41,1.8,0.0,2.0,119,4.9,1.4,-330,0,
,M,Pugh,BOU,M,-0.45,-0.45,0.0,0.0,0.0,0,4.4,0.5,-3343,-12,
,J,Stanislas,BOU,M,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.0,-95,0.0,
