O,I,web_name        ,team,T,VA/M ,VA/ML,p/g,p/gl,form,min ,price,%   ,txn    ,gf ,031217
 ,N,Matic           ,MUN ,M,0.13 ,0.15 ,2.6,2.7 ,3.5 ,2649,4.7  ,9.1 ,1187   ,0  ,      
 ,B,Mee             ,BUR ,D,0.22 ,0.2  ,3.1,3.0 ,3.3 ,2520,4.9  ,14.5,1068   ,0  ,      
 ,S,Steve Cook      ,BOU ,D,0.09 ,0.17 ,2.4,2.8 ,0.5 ,2044,4.6  ,1.2 ,1053   ,2  ,      
 ,K,Iheanacho       ,LEI ,F,0.03 ,0.11 ,2.2,2.7 ,5.3 ,453 ,6.5  ,0.8 ,1050   ,2  ,      
 ,M,Ritchie         ,NEW ,M,0.28 ,0.28 ,3.5,3.5 ,5.0 ,2195,5.4  ,1.9 ,1050   ,1  ,      
 ,A,Pritchard       ,HUD ,M,0.37 ,0.8  ,4.0,6.3 ,5.5 ,359 ,5.4  ,0.2 ,815    ,7  ,      
 ,J,Shelvey         ,NEW ,M,0.02 ,0.02 ,2.1,2.1 ,4.0 ,1552,5.2  ,0.4 ,778    ,3  ,      
 ,J,Holebas         ,WAT ,D,0.17 ,0.23 ,2.8,3.1 ,5.0 ,1751,4.8  ,0.6 ,709    ,2  ,      
 ,P,Dummett         ,NEW ,D,0.12 ,0.1  ,2.5,2.4 ,3.5 ,915 ,4.2  ,0.5 ,699    ,2  ,      
 ,M,Ryan            ,BHA ,G,0.4  ,0.38 ,3.8,3.7 ,4.3 ,2700,4.5  ,2.5 ,662    ,0  ,      
 ,B,Bernardo Silva  ,MCI ,M,0.15 ,0.35 ,3.1,4.6 ,6.3 ,1124,7.5  ,2.0 ,599    ,1  ,      
 ,A,Christensen     ,CHE ,D,0.23 ,0.3  ,3.2,3.6 ,3.0 ,1707,5.3  ,2.1 ,567    ,0  ,      
 ,E,Ederson         ,MCI ,G,0.43 ,0.46 ,4.4,4.6 ,7.3 ,2611,5.6  ,7.8 ,526    ,0  ,      
